passID,aid,membershipNumber,tier,points
2308,24,794211,Platinum,57801
2602,12,177917,Platinum,87335
787,15,206156,Silver,20445
2300,10,835319,Diamond,20836
5697,13,297035,Platinum,87571
2711,3,682309,Diamond,94647
1515,23,144378,Platinum,76713
7781,25,475807,Platinum,53599
1725,10,918414,Platinum,73508
4328,21,258280,Gold,47319
4318,22,524536,Platinum,49958
9050,22,683120,Diamond,14370
7171,1,322014,Platinum,87667
2273,2,158732,Diamond,88080
8032,22,809818,Gold,73905
6455,8,251130,Gold,45148
2067,1,319614,Diamond,43389
7387,19,888629,Diamond,34566
8502,12,923031,Platinum,35592
6529,9,547322,Platinum,19191
2318,5,306967,Gold,92661
7029,19,753089,Gold,81933
4460,20,180050,Diamond,43358
2722,12,476810,Gold,99659
955,14,191081,Gold,53206
6519,18,934700,Gold,14586
6850,12,895816,Silver,1414
6491,22,138180,Platinum,35562
2498,17,429026,Diamond,13529
1935,15,964612,Gold,91919
4320,14,732339,Gold,23551
8413,20,408331,Silver,11456
8666,14,901204,Silver,20383
249,14,139413,Platinum,15435
6439,5,167570,Platinum,92059
2124,5,544271,Diamond,60945
7857,16,100374,Platinum,48580
9625,21,279373,Gold,14123
2395,24,540685,Diamond,53366
2715,25,872644,Platinum,56507
6437,25,140993,Gold,25197
1676,10,252296,Silver,4090
5576,9,262787,Gold,89519
6973,9,749326,Silver,20721
5248,7,544907,Platinum,10442
4934,20,825269,Diamond,29324
5322,15,855033,Diamond,90919
3695,25,459216,Silver,58199
372,4,278776,Silver,84238
2140,10,721199,Silver,29866
5418,5,519753,Gold,13583
4805,9,152083,Platinum,68667
5250,11,232939,Silver,60054
5906,7,477529,Diamond,76249
1715,2,450372,Gold,82957
8594,3,361806,Silver,96447
3124,23,248297,Platinum,2198
8782,4,222299,Silver,63839
9266,25,820629,Platinum,52679
4869,19,723808,Gold,18119
7229,2,829179,Platinum,47396
1645,12,521657,Platinum,12760
1510,25,163537,Gold,63859
1452,12,874604,Silver,89269
5937,1,703878,Silver,20917
9080,2,111307,Gold,84677
4265,14,928424,Diamond,23924
5937,10,536481,Gold,1026
4431,15,877632,Platinum,16687
914,24,308381,Platinum,3618
135,2,854199,Platinum,55643
3249,14,283901,Silver,364
1810,3,215769,Platinum,39284
450,2,169528,Platinum,56183
4595,4,742737,Silver,7921
4625,9,603240,Diamond,3956
5813,20,542668,Platinum,53359
3289,3,801627,Diamond,11468
604,20,271927,Silver,10108
3532,7,173332,Silver,92540
8375,6,915034,Silver,83298
8246,3,532405,Gold,46981
6947,5,511662,Diamond,63614
6761,16,520829,Diamond,11258
868,16,439699,Silver,33642
8204,21,521617,Silver,61843
4907,14,523078,Platinum,94412
8200,6,761722,Silver,51891
3407,17,597764,Silver,3782
976,6,345002,Platinum,42766
8355,21,227942,Gold,33101
9347,4,981719,Diamond,18043
6066,23,966794,Platinum,73793
3931,3,563681,Silver,25854
2578,15,907384,Silver,61609
4050,8,250431,Diamond,10376
9627,8,397875,Platinum,84935
704,18,726505,Diamond,41462
2643,13,241804,Platinum,94763
717,14,668997,Gold,72068
5297,14,669756,Gold,15834
3728,15,299770,Silver,52264
6610,8,516460,Platinum,53994
9994,23,529045,Diamond,79964
1486,6,390861,Silver,44619
5664,5,485262,Silver,68022
6785,1,706948,Platinum,94017
2175,17,558006,Silver,58462
8846,12,278836,Silver,95332
1751,3,816723,Platinum,80292
3040,2,938265,Gold,94264
7069,14,422603,Diamond,95016
7620,21,820366,Silver,97498
9706,3,788950,Silver,54825
8890,25,879880,Diamond,76878
885,10,614785,Silver,50064
7826,12,363480,Gold,18516
3543,14,499022,Gold,89047
6133,22,867784,Silver,27447
9915,12,666314,Silver,20285
8427,23,284405,Diamond,71415
923,1,598606,Diamond,99679
5563,7,923390,Platinum,54323
4578,22,434320,Gold,25972
5669,15,185870,Gold,19027
812,3,565091,Silver,8428
6964,19,111383,Gold,61194
7374,11,115672,Platinum,96630
1176,25,301018,Gold,99725
3010,5,617768,Diamond,98838
994,10,578262,Platinum,53506
8939,5,103351,Gold,4531
5384,16,561668,Silver,83031
344,22,699912,Platinum,18960
4535,12,732345,Silver,98219
9599,10,636481,Silver,33471
8801,7,508462,Platinum,98587
6467,19,918400,Diamond,90272
7833,20,113997,Silver,38626
2259,17,308981,Silver,37004
559,15,326927,Gold,80960
4786,20,421361,Diamond,93978
2213,2,183592,Diamond,21786
6398,10,158007,Silver,95768
5882,3,521808,Silver,16925
4753,16,460663,Platinum,35733
6039,4,725749,Silver,25114
4250,24,406470,Platinum,27100
4647,24,629579,Gold,57195
5464,9,156722,Gold,22744
8303,16,676946,Platinum,26104
5341,25,430729,Platinum,89153
4368,12,722270,Diamond,49243
2872,12,403077,Gold,53723
9594,4,181407,Diamond,43317
3224,19,431287,Silver,408
9861,6,532218,Silver,26996
6352,12,403822,Silver,43092
6884,8,489671,Gold,13591
1836,10,433796,Diamond,83297
7739,8,688412,Platinum,12799
2794,9,597023,Diamond,59470
1414,9,621806,Diamond,75034
3327,24,247014,Gold,74465
450,17,529061,Diamond,62910
4916,24,890202,Gold,83578
6281,14,372398,Gold,30391
3772,2,607171,Gold,43574
8168,3,404555,Gold,73840
7676,12,599269,Silver,38997
1476,17,955456,Silver,99190
10000,14,667051,Diamond,25581
297,14,759690,Silver,56600
7059,13,187534,Diamond,17060
8413,8,863555,Diamond,64128
1168,19,354013,Diamond,76578
1927,9,546917,Platinum,37714
1183,23,889871,Platinum,19627
2644,11,697296,Silver,17758
9096,18,868496,Platinum,35070
8944,22,526646,Gold,82236
7900,24,464658,Silver,80587
3530,21,462658,Silver,15691
3279,21,556298,Gold,30276
732,11,553161,Silver,87533
8174,8,681876,Diamond,92563
6553,13,424540,Gold,45697
8843,2,181096,Diamond,34423
4474,9,542536,Silver,93618
4989,14,964447,Diamond,19878
499,24,373895,Gold,55576
4244,9,495702,Diamond,88942
8682,7,714029,Silver,94519
8853,10,867958,Silver,45022
2899,25,627735,Diamond,70388
2600,21,841834,Diamond,13119
7329,4,122002,Gold,837
6864,16,557662,Silver,3207
1271,16,139614,Gold,20473
6253,9,968594,Platinum,19971
2697,4,258066,Diamond,94303
2179,25,851783,Gold,47339
7363,13,664307,Silver,22614
1400,20,917832,Silver,20066
5495,5,183462,Diamond,40708
7595,7,772214,Gold,71126
9343,9,639980,Gold,18114
2900,1,887309,Platinum,24196
8507,7,195440,Gold,43480
8960,23,537130,Diamond,62938
4667,13,479238,Silver,80053
8470,8,385337,Silver,4229
4201,22,338126,Gold,8271
6464,20,120453,Platinum,84746
3351,7,713568,Gold,51084
7002,2,751666,Silver,38071
1468,6,625691,Platinum,90887
3151,5,419336,Platinum,33768
6867,17,175384,Diamond,21467
6383,12,904265,Silver,9848
9796,11,293017,Platinum,25005
1574,1,766490,Diamond,32968
3586,3,191102,Platinum,75898
9986,2,504524,Diamond,6243
4270,2,392743,Platinum,58735
6659,10,374459,Gold,44850
5304,7,143279,Platinum,50423
8852,2,172142,Gold,61744
6687,5,102357,Silver,28975
7443,11,141682,Platinum,14143
6622,16,880243,Diamond,23981
5301,16,524355,Platinum,19303
815,25,280523,Gold,17934
9186,8,210586,Diamond,14004
1645,9,836723,Platinum,79693
6372,8,138156,Platinum,98801
4542,11,886995,Platinum,88757
7884,5,716271,Platinum,20427
810,8,116022,Gold,98739
5299,19,528198,Platinum,80245
254,23,266737,Gold,20963
9,14,843680,Diamond,25498
7081,2,498298,Silver,51812
8852,1,799059,Silver,48890
2285,7,455761,Diamond,97135
2758,8,447879,Silver,33299
93,2,529882,Silver,46368
3692,3,183207,Gold,32519
1456,2,719259,Silver,43093
8301,3,639245,Gold,2673
4642,2,262648,Diamond,87836
8336,11,265694,Diamond,63008
200,2,714802,Platinum,57653
5185,23,865372,Gold,28880
7643,12,796151,Diamond,80265
7598,19,816838,Platinum,74972
7704,15,850123,Platinum,66018
3395,6,252470,Silver,14228
8473,15,507181,Platinum,5982
4882,19,230712,Silver,70553
3497,1,115115,Gold,58075
198,6,491271,Diamond,9865
8447,21,408544,Silver,34860
9670,17,905411,Diamond,45065
1167,9,118955,Diamond,56480
9258,15,772693,Diamond,47573
5648,17,433940,Gold,78599
8659,15,976321,Gold,69345
9775,21,989833,Gold,46321
1069,9,163507,Platinum,51297
3120,23,333475,Diamond,93448
714,2,793432,Platinum,242
1720,6,751612,Diamond,8830
7653,23,579867,Silver,72606
333,3,255375,Platinum,80327
5760,11,256295,Diamond,7080
459,4,939497,Platinum,49040
7893,17,381894,Gold,45188
3208,10,128129,Platinum,33877
6085,18,686150,Silver,1766
3769,8,613021,Platinum,95797
8396,19,485633,Gold,66493
5522,13,777400,Gold,58037
6899,15,704703,Diamond,27382
4026,13,954116,Gold,30120
2665,4,882295,Diamond,52134
2534,2,355530,Diamond,36260
4299,13,627667,Silver,86641
8038,25,761281,Gold,72113
2170,2,911894,Platinum,49834
8379,4,163698,Gold,12252
9310,22,741477,Platinum,98234
706,8,197811,Gold,97048
8683,15,909713,Platinum,44461
5110,11,941184,Diamond,61012
6401,5,551162,Diamond,80685
6828,17,648320,Silver,82706
8276,22,556654,Gold,46103
4127,12,521932,Silver,39338
2624,24,154250,Diamond,58528
9232,3,724288,Platinum,3119
2256,1,214414,Silver,64970
8180,17,334157,Silver,8467
250,3,569776,Silver,42269
977,16,898451,Gold,27769
6287,18,271852,Platinum,27382
6573,9,889653,Platinum,49103
5118,4,329704,Diamond,81811
8012,2,767116,Silver,51296
6487,11,106613,Platinum,40445
3904,15,222590,Gold,37202
5977,20,135030,Gold,90485
2892,14,172027,Platinum,74516
1787,3,984989,Silver,63141
595,19,607417,Platinum,76251
1965,11,753842,Gold,14838
2439,14,484422,Diamond,99717
3789,14,109941,Gold,12929
2308,8,990276,Diamond,37377
5627,20,690657,Platinum,30484
8129,4,963165,Platinum,28651
5009,11,455648,Diamond,28466
2742,3,563403,Silver,13544
9688,25,484675,Platinum,51648
7697,13,801037,Gold,61777
9944,19,990651,Diamond,33007
913,4,405369,Gold,73763
1308,15,225196,Gold,7100
4316,10,546397,Diamond,12587
5333,12,601030,Gold,78810
1358,20,200153,Diamond,1430
6780,23,917358,Silver,29303
6483,6,630129,Silver,13758
3272,12,732259,Diamond,29683
3282,4,191845,Gold,19415
9744,19,520312,Gold,95208
7352,20,487232,Gold,83795
2381,11,462422,Silver,67656
1679,13,413387,Diamond,80335
471,4,157255,Silver,64036
320,7,593305,Platinum,29229
779,18,324430,Silver,3333
1483,17,628467,Silver,86852
7581,8,285447,Silver,59226
6529,24,769044,Diamond,21730
5797,22,428888,Silver,27074
1299,13,417865,Diamond,48004
4531,4,197123,Platinum,88227
149,20,670902,Silver,59946
3414,12,945561,Diamond,90513
2825,10,525963,Silver,33348
2606,22,891169,Platinum,3209
1672,10,513767,Diamond,41848
729,23,899672,Platinum,53988
1542,1,200586,Gold,31973
3980,13,879884,Gold,11573
1437,2,414403,Silver,97113
1058,12,629368,Diamond,58789
2940,24,890100,Platinum,91952
642,20,932174,Gold,72195
3675,7,431854,Silver,83894
4654,4,499278,Platinum,62271
7968,18,611181,Gold,94138
6385,20,371147,Platinum,88263
7145,4,623930,Gold,38500
5362,1,514560,Platinum,2372
6536,24,557969,Gold,39561
888,10,147315,Gold,35570
5068,22,918596,Diamond,18244
6050,24,464283,Gold,51135
1078,7,477563,Silver,47798
712,13,739144,Diamond,18155
1177,16,289780,Silver,99423
6844,20,913381,Diamond,73099
2402,13,348492,Silver,81985
153,22,581419,Diamond,10324
9412,24,465941,Silver,63144
5777,24,789579,Platinum,15691
9613,5,787366,Platinum,40041
782,7,870542,Gold,4885
4142,3,649789,Platinum,33521
6278,24,452845,Platinum,13513
8166,10,251623,Platinum,3570
951,15,470015,Silver,82515
7220,15,188958,Gold,19863
3419,22,814369,Platinum,70495
3677,3,623705,Platinum,65368
4968,21,300340,Silver,16173
4288,10,529417,Platinum,58307
9642,10,882493,Diamond,64818
687,21,287886,Platinum,20504
631,16,271666,Platinum,43544
5585,2,494379,Platinum,69821
735,19,414277,Gold,96534
5303,9,349885,Silver,55726
7017,21,132704,Silver,34060
1145,11,665308,Platinum,12081
3908,22,766586,Diamond,38814
8245,13,444200,Silver,1095
8595,11,719278,Platinum,90890
5953,5,119117,Diamond,21841
2916,22,607832,Diamond,65003
4820,12,621864,Platinum,44774
9849,5,541143,Diamond,28360
5905,7,999195,Gold,78401
7121,6,677011,Platinum,93909
5197,9,886514,Platinum,20600
718,20,573800,Gold,64714
6767,22,458062,Diamond,20985
6338,17,520050,Silver,7828
1283,15,169390,Silver,48945
7479,25,159172,Gold,11185
3332,2,683296,Diamond,66748
9361,25,351728,Gold,73180
9936,12,845419,Diamond,80454
2116,7,718603,Platinum,53996
8587,9,342776,Platinum,78764
434,13,393880,Gold,2712
5811,6,634294,Platinum,18675
6202,8,647243,Gold,59918
5056,1,319122,Silver,14328
5737,2,257282,Silver,87019
6836,4,137841,Silver,51122
7141,19,415034,Silver,53820
818,11,923670,Silver,62082
932,13,614221,Diamond,71327
6623,19,654646,Diamond,7906
5704,9,560081,Gold,55009
5299,7,567833,Silver,81715
3837,9,972375,Gold,45737
3127,7,464523,Gold,25303
6967,4,585653,Diamond,81298
8131,13,621382,Silver,41994
1601,3,688923,Diamond,70000
304,23,299763,Gold,32665
3483,6,598679,Platinum,64926
3271,10,383646,Gold,97832
5889,15,709112,Silver,65615
685,12,887395,Platinum,95064
593,19,285401,Platinum,82949
3586,3,333403,Gold,35979
983,22,660331,Silver,15364
3561,20,368955,Silver,73587
2085,12,644055,Silver,25158
7622,9,327740,Silver,62595
3927,10,195384,Platinum,74638
8063,2,105759,Diamond,37882
1982,5,220800,Platinum,81603
9809,5,887778,Silver,31046
2057,24,662232,Gold,63550
1813,3,247983,Silver,36938
5776,15,613429,Platinum,8899
8246,6,179583,Silver,94708
8125,13,711573,Gold,85147
4188,21,855931,Silver,82837
6650,21,271567,Silver,68729
6482,25,312785,Gold,89013
4573,13,584816,Silver,96848
6379,1,707312,Gold,32773
985,12,181045,Silver,28916
9385,20,846421,Diamond,71270
2232,15,625000,Silver,41643
9636,5,384734,Gold,73145
5960,6,457136,Diamond,82307
8462,5,543447,Diamond,52988
8521,1,262117,Gold,94964
8804,10,840606,Gold,75657
2678,15,339323,Gold,94304
1007,10,215711,Silver,71769
172,22,605075,Platinum,10670
2445,18,553711,Platinum,29981
8337,4,204327,Silver,64949
3031,17,445917,Gold,13923
661,25,300842,Silver,39051
296,4,502041,Silver,89618
5322,6,802741,Platinum,8237
350,4,391908,Platinum,94833
2165,15,514326,Silver,85128
9706,6,830525,Silver,18316
7319,16,725884,Platinum,1563
7877,23,408503,Silver,56961
7101,11,693992,Diamond,9166
7888,14,197249,Gold,43400
8900,16,418422,Platinum,70187
4469,9,975514,Gold,54032
1766,22,953697,Gold,16337
7883,8,689243,Platinum,75476
3981,12,313548,Gold,29075
1536,25,861522,Platinum,6321
6559,1,858420,Gold,61501
1281,15,235282,Platinum,15141
7350,25,584618,Gold,83354
6908,2,333019,Diamond,28404
8593,19,391419,Gold,74384
3927,6,234917,Platinum,82962
7351,14,806562,Gold,16110
2104,25,349663,Platinum,24668
9872,10,314202,Gold,53050
7188,16,770296,Gold,1335
2321,4,107738,Diamond,26628
6602,24,959579,Platinum,76275
8664,10,794380,Silver,43916
5630,5,953739,Silver,16717
6513,25,861614,Diamond,51132
5956,19,996015,Silver,81175
9921,5,775135,Silver,52907
3280,3,422978,Gold,35177
3614,4,729371,Platinum,76621
8151,22,657736,Platinum,88128
351,17,307186,Gold,92166
9025,15,252929,Platinum,55054
4060,6,216698,Gold,78368
808,4,501835,Silver,19660
8620,20,304329,Platinum,405
889,22,100287,Gold,90791
4309,19,344943,Silver,7946
1205,23,807824,Silver,65186
4836,7,641549,Gold,50533
9490,4,885682,Platinum,17318
6940,5,705055,Gold,70712
9682,20,683341,Gold,70062
7685,20,287145,Platinum,53948
9759,4,468369,Silver,67800
7531,18,223737,Platinum,28647
9907,6,850398,Gold,80089
265,16,900186,Silver,16406
1812,11,525606,Platinum,30410
893,6,523716,Diamond,42702
375,8,617853,Platinum,53165
6531,20,351827,Gold,85427
3288,7,496675,Diamond,88758
8655,19,939450,Silver,76301
43,5,115951,Gold,52663
1474,3,838030,Diamond,33471
5614,18,699740,Silver,31936
5261,12,314916,Diamond,14937
2364,9,715548,Diamond,31184
2584,22,528311,Platinum,1128
4410,2,245760,Diamond,16186
152,15,326979,Silver,2938
7882,25,273023,Silver,79619
8027,13,460624,Diamond,995
3540,16,723166,Platinum,1841
7694,16,667864,Silver,15248
1712,7,300497,Gold,72919
6949,22,182790,Gold,61366
2528,2,958294,Platinum,40019
2673,8,576387,Platinum,97477
4432,10,148557,Platinum,6558
8040,4,626967,Platinum,7321
5830,6,706654,Platinum,79992
4543,2,721448,Silver,26170
4342,25,346490,Gold,37428
1931,24,862525,Diamond,57785
205,5,104574,Gold,43244
8584,21,208827,Silver,27763
9886,15,991395,Gold,58451
6946,10,590470,Platinum,14648
6691,12,329749,Platinum,68767
9277,16,972326,Gold,38573
3979,11,422019,Diamond,13139
2266,7,498388,Platinum,74170
6496,1,468945,Gold,6342
3489,17,314264,Platinum,32560
2721,12,841453,Silver,82447
6821,23,406068,Diamond,41736
3820,7,295479,Gold,85697
1107,1,981598,Silver,70032
8984,23,586503,Silver,89488
7637,17,487541,Silver,11005
3016,20,346935,Platinum,58284
6917,21,708005,Platinum,39731
3390,15,176052,Gold,57738
8604,24,425239,Gold,27449
3760,11,899744,Diamond,92584
4674,12,315193,Platinum,28586
2779,1,137608,Platinum,31000
7739,22,549495,Platinum,4594
6219,6,952596,Gold,31686
3097,15,601385,Diamond,77505
1767,5,889969,Gold,97199
2463,17,235156,Silver,80327
6840,6,835864,Diamond,96500
1477,10,218079,Silver,5045
5939,14,453171,Silver,48347
1709,13,407596,Diamond,87035
3692,13,467635,Silver,91817
347,7,863847,Platinum,68807
9502,5,600117,Platinum,25934
9837,19,482224,Silver,53911
3018,19,278513,Silver,3718
7100,20,866661,Gold,83297
3901,19,595961,Silver,69570
1945,4,506107,Platinum,6917
3085,14,741218,Platinum,68626
2813,20,841592,Silver,93864
1985,22,395973,Platinum,73233
5930,13,317320,Gold,22590
4005,7,704009,Gold,97494
6823,6,626908,Platinum,85566
9331,9,596069,Platinum,92890
9177,2,782596,Platinum,45837
2485,1,642948,Diamond,86656
3349,4,818624,Platinum,81658
1382,21,645122,Silver,33911
5877,7,665703,Diamond,94086
7678,13,326481,Silver,935
8766,25,426096,Silver,86632
7107,22,232578,Diamond,9998
7548,19,933909,Silver,70011
5821,16,661352,Platinum,9789
5945,8,181564,Silver,92713
3347,20,287593,Platinum,1706
6225,12,651758,Silver,35483
9178,8,814584,Platinum,24132
8269,19,856137,Gold,43421
9591,14,799645,Platinum,45618
5496,17,162542,Gold,79838
4299,1,655397,Platinum,51436
3254,8,320417,Diamond,67043
3845,20,244427,Platinum,27378
8174,1,837327,Silver,89951
903,3,296833,Gold,78345
5407,6,853470,Gold,34258
1389,14,287839,Diamond,31429
3511,8,514502,Diamond,69250
424,24,856529,Gold,22450
5123,16,356248,Platinum,95419
9541,22,120678,Diamond,48677
943,20,328153,Gold,93519
2748,16,116351,Gold,18463
4040,22,397858,Platinum,21118
7671,22,772775,Diamond,43212
6266,18,808124,Diamond,68928
5124,23,378309,Silver,10095
4046,25,529271,Silver,42047
8532,25,181627,Silver,93845
2690,8,702559,Gold,60380
9764,22,810137,Silver,62517
9392,12,212083,Platinum,89195
897,25,414614,Silver,58166
5071,2,741606,Silver,55665
4631,25,222675,Diamond,32778
5562,22,585004,Gold,15511
4865,2,156589,Gold,21898
3409,23,676837,Gold,31226
5957,21,797622,Platinum,2765
6583,8,604502,Gold,60776
5646,23,307717,Silver,61211
2136,8,404608,Silver,68530
2940,17,353790,Diamond,63260
4435,25,717270,Diamond,77423
3651,19,962756,Silver,38909
8741,13,751187,Silver,46538
9845,10,505543,Gold,73893
1531,19,821902,Platinum,77980
169,24,658060,Diamond,6787
3456,22,595985,Silver,51042
5971,22,863006,Diamond,65575
3733,16,847217,Silver,78003
2112,3,196065,Gold,87360
3872,23,775278,Gold,81848
8051,18,999171,Platinum,50982
3954,20,407483,Gold,95728
2102,3,735873,Diamond,91647
5055,4,110858,Gold,88513
6843,13,253333,Gold,52454
252,22,453923,Gold,67087
917,5,418378,Diamond,1980
2271,6,832194,Platinum,1852
2658,5,545178,Gold,80754
5298,17,189397,Silver,31800
8537,21,533545,Silver,48996
1845,1,422857,Gold,6425
300,4,955305,Gold,36488
8897,20,807220,Diamond,71359
8040,18,386210,Platinum,67599
4376,9,557400,Gold,98759
6046,23,862157,Silver,50745
6964,11,742321,Gold,12794
4393,2,102199,Silver,6679
5612,23,425725,Silver,77291
2893,17,186126,Silver,21677
2370,18,226011,Diamond,41112
8796,13,559471,Diamond,11535
2800,6,760149,Gold,83433
451,19,318579,Silver,72151
4046,13,279185,Gold,84981
4972,9,761645,Silver,10069
6153,8,456810,Silver,26343
2131,12,501980,Silver,91807
6126,7,649519,Gold,53512
7748,22,342205,Silver,92507
6897,21,109472,Diamond,23594
7421,11,543224,Silver,28001
7999,11,972425,Silver,50471
1853,21,575711,Diamond,64020
2732,2,221615,Platinum,9161
1638,7,670466,Diamond,49724
1529,22,826402,Silver,54487
3428,10,725332,Gold,67512
6616,10,101208,Diamond,33125
4893,8,418808,Gold,49359
8002,1,102258,Platinum,51921
1517,6,376907,Silver,50842
6557,13,533573,Gold,2762
3235,25,295213,Platinum,70743
6167,3,565542,Diamond,47320
8301,12,457585,Diamond,73527
609,25,310081,Gold,33496
9851,3,202245,Platinum,477
2586,8,500984,Gold,58094
1933,14,187518,Platinum,33880
2886,4,381365,Gold,83472
508,8,819725,Platinum,32417
7930,8,456076,Diamond,92205
4013,9,667148,Gold,20487
1154,13,424203,Diamond,3970
1236,20,995754,Gold,52335
780,13,543122,Gold,78476
3428,15,399273,Diamond,12953
6684,18,778821,Silver,48512
1864,9,852677,Diamond,66495
5104,9,966791,Gold,52699
8641,2,946221,Diamond,71234
1653,18,611286,Gold,13502
181,18,907723,Silver,17482
6570,21,627829,Silver,17562
2479,13,305292,Diamond,51081
9924,11,474003,Diamond,60645
7031,12,669491,Platinum,89081
8940,11,561623,Platinum,95886
273,22,284461,Diamond,35076
9506,19,437773,Platinum,81619
4861,10,231401,Silver,22185
6326,19,139856,Silver,37972
2446,15,465468,Diamond,14851
5169,18,496453,Silver,66672
4623,12,282507,Silver,91258
9093,25,538900,Platinum,17340
1105,15,422950,Platinum,37713
5893,13,476025,Gold,8577
5553,14,449353,Platinum,76540
9324,9,216108,Silver,42296
3475,24,435751,Silver,72931
1055,25,932203,Gold,32467
2989,8,226460,Diamond,48662
5372,15,311954,Platinum,95696
8877,23,313868,Gold,80744
3274,9,771111,Gold,76493
2782,16,816437,Diamond,99871
8271,8,700140,Silver,244
8646,5,319367,Gold,38006
6743,20,892335,Diamond,55286
8271,22,124677,Platinum,23551
1425,21,104105,Diamond,33063
772,4,827059,Diamond,10647
8173,15,384414,Diamond,16508
9259,25,779844,Diamond,60416
3424,18,656455,Diamond,77853
7857,12,590750,Platinum,35873
3797,5,259443,Platinum,6155
7888,4,900179,Silver,27520
1419,24,985762,Silver,41688
6010,1,264803,Gold,58610
5666,1,862621,Gold,44007
5739,11,607715,Gold,28586
7975,23,636218,Diamond,22740
2053,17,581982,Silver,29375
7606,8,506684,Platinum,55135
2395,23,527311,Platinum,64750
4664,12,262659,Silver,16386
5007,12,630767,Diamond,43081
7205,11,556110,Diamond,59314
5755,20,742921,Diamond,53566
8714,23,124936,Platinum,82277
268,11,450122,Diamond,55025
3956,19,302281,Platinum,27410
5296,19,653720,Diamond,63708
5156,3,685844,Gold,53255
9059,25,410245,Platinum,76277
9749,18,963613,Silver,53918
9620,8,769335,Platinum,24459
261,13,692748,Gold,50531
1950,1,721545,Gold,77749
5532,19,704103,Gold,95429
4163,11,210376,Gold,33986
8230,3,732167,Silver,33264
970,10,737800,Diamond,36243
1269,1,500642,Gold,32562
9659,22,115980,Gold,91548
7702,4,537733,Gold,78917
9255,22,232086,Platinum,96803
8402,19,255829,Silver,57469
8676,14,558484,Silver,59107
9030,1,937408,Platinum,76729
1325,18,351330,Platinum,53230
9113,4,120410,Silver,7666
482,21,326024,Silver,51392
1589,10,784326,Gold,1065
9669,23,367826,Silver,98572
2549,1,809154,Gold,27861
440,12,132791,Diamond,30550
1629,23,242089,Gold,51246
3310,6,969424,Diamond,65704
1591,4,747657,Diamond,39079
9147,11,712426,Gold,77145
9106,23,493529,Silver,11939
296,22,849585,Platinum,57789
8199,11,336137,Silver,10242
5948,17,689927,Silver,7940
9947,18,480473,Platinum,72426
7963,17,321981,Gold,98683
5649,15,273733,Silver,50847
3338,17,632600,Gold,51436
726,24,662927,Platinum,29751
7500,15,533068,Silver,46795
6574,18,488707,Diamond,62116
475,22,938143,Gold,16228
5964,6,741596,Platinum,97012
6835,8,681831,Gold,47268
3996,21,643983,Silver,77614
1476,7,212196,Gold,83052
131,9,829761,Platinum,45181
4565,4,113798,Silver,45855
7414,1,176553,Silver,3899
7095,21,392119,Diamond,54865
3519,16,645566,Gold,24988
3355,15,192633,Gold,10131
7171,15,763170,Silver,89786
9418,15,598658,Silver,59976
6090,18,184213,Silver,41707
6985,9,293998,Silver,62874
480,8,473090,Gold,74831
3346,7,961230,Platinum,53995
7722,3,984251,Diamond,35993
5059,15,793928,Diamond,10478
3850,21,873111,Silver,77386
7819,2,190243,Diamond,54792
1652,19,204518,Diamond,85488
8852,21,452107,Platinum,93601
4295,15,562566,Diamond,40605
1972,12,254606,Platinum,11192
6113,2,906390,Gold,93834
8132,1,395814,Platinum,53707
1626,8,236587,Diamond,59235
5900,21,217961,Diamond,11977
5773,9,263715,Silver,36202
1425,12,393389,Platinum,71524
3343,4,169844,Platinum,87961
1697,17,240802,Gold,65820
1003,13,331124,Silver,99632
2677,10,873784,Platinum,36944
4066,6,909373,Silver,22789
6741,19,562815,Silver,23180
5168,20,604193,Gold,31805
4229,11,338654,Gold,49320
2281,20,366115,Silver,58284
53,19,593130,Gold,19508
9899,6,572932,Diamond,55705
7555,2,492715,Diamond,74039
1331,24,948556,Platinum,66587
6788,23,107734,Gold,8417
3287,21,744497,Platinum,14728
5119,2,199867,Silver,29081
8174,15,416047,Silver,73597
6059,16,493049,Gold,80302
3840,19,780143,Diamond,90193
7546,20,608679,Platinum,42433
4620,8,787192,Diamond,66223
5910,23,380023,Silver,73288
4521,6,330909,Diamond,8678
819,9,486941,Gold,99474
5272,21,933263,Silver,74254
1221,6,387236,Silver,45278
3856,10,954434,Platinum,17664
7868,12,935253,Diamond,69661
5662,23,674530,Diamond,43966
4495,1,392456,Silver,1731
8970,15,261769,Gold,4938
4646,20,743400,Silver,4950
7201,24,148146,Diamond,53385
623,7,852838,Gold,66481
9207,13,280560,Silver,93762
1909,16,752764,Gold,81899
9501,20,271336,Gold,45871
3888,4,627898,Platinum,31386
135,13,138604,Silver,22129
3793,22,430983,Platinum,58285
1893,4,883970,Diamond,46908
7169,24,981852,Gold,91406
1111,16,575353,Platinum,77401
6530,25,958778,Diamond,7955
7244,4,707036,Gold,84011
3321,8,266054,Diamond,95221
4301,18,746658,Gold,71889
9457,18,481803,Gold,7380
8481,19,530221,Gold,50749
2811,25,299143,Silver,3244
1698,1,157045,Gold,90739
5099,2,333848,Silver,56198
3915,23,379081,Platinum,96128
6485,7,573100,Gold,29935
7223,17,648004,Gold,24657
6015,23,564785,Diamond,55642
2061,1,306614,Gold,47337
5606,11,986232,Platinum,92714
5947,17,980901,Diamond,86126
9350,3,144374,Platinum,74322
1655,19,763182,Gold,3751
7158,25,490600,Diamond,22503
