code,name,city,country,timezone
NBG,NAS/Alvin Callendar,Timberlane,US,America/Chicago
NBH,Nambucca Heads,Nambucca,AU,Australia/Sydney
NBJ,Dr. Antonio Agostinho Neto International Airport,,AO,Africa/Luanda
NBL,San Blas,El Progreso,PA,America/Panama
NBN,Annobón,Pale,GQ,Africa/Malabo
NBO,Jomo Kenyatta International Airport,Pumwani,KE,Africa/Nairobi
NBS,Changbaishan Airport,Manjiang,CN,Asia/Shanghai
NBU,NAS,Glenwood Springs,US,America/Chicago
NBV,Cana Brava,Joao Pinheiro,BR,America/Sao_Paulo
NBW,Guantanamo NAS,Guantanamo,CU,America/Havana
NBX,Nabire,,ID,Asia/Jayapura
NCA,North Caicos,,TC,America/Grand_Turk
NCE,Cote D'Azur Airport,Saint-Laurent-du-Var,FR,Europe/Paris
NCG,Nueva Casas Grandes,Nuevo Casas Grandes,MX,America/Chihuahua
NCH,Nachingwea,Nachingwea,TZ,Africa/Dar_es_Salaam
NCI,Necocli,,CO,America/Bogota
NCJ,Sunchales,Sunchales,AR,America/Argentina/Cordoba
NCL,Newcastle International Airport,Ponteland,GB,Europe/London
NCN,New Chenega,,US,America/Anchorage
NCO,NAS,West Tisbury,US,America/New_York
NCR,San Carlos,San Carlos,NI,America/Managua
NCS,Newcastle,Newcastle,ZA,Africa/Johannesburg
NCT,Guanacaste,,CR,America/Costa_Rica
NCU,Nukus Airport,Nukus,UZ,Asia/Samarkand
NCY,Annecy-Meythe,Metz-Tessy,FR,Europe/Paris
NDA,Bandanaira,Werinama,ID,Asia/Jayapura
NDB,Nouadhibou Airport,,MR,Africa/Nouakchott
NDC,Nanded,Nanded,IN,Asia/Kolkata
NDD,Sumbe,,AO,Africa/Luanda
NDE,Mandera,Mandera,KE,Africa/Nairobi
NDF,Ndalatandos,N'dalatando,AO,Africa/Luanda
NDG,Qiqihar Airport,Nanhang,CN,Asia/Shanghai
NDI,Namudi,,PG,Pacific/Port_Moresby
NDJ,Ndjamena Airport,N'Djamena,TD,Africa/Ndjamena
NDK,Namdrik Island,Namdrik,MH,Pacific/Majuro
NDL,Ndele,Ndele,CF,Africa/Bangui
NDM,Mendi,Mendi,ET,Africa/Addis_Ababa
NDN,Nadunumu,,PG,Pacific/Port_Moresby
NDO,La Palma Del Condado,Villarrasa,ES,Europe/Madrid
NDR,Nador International Airport,Selouane,MA,Africa/Casablanca
NDS,Sandstone,,AU,Australia/Perth
NDU,Rundu,Rundu,NA,Africa/Windhoek
NDV,USN Heliport,,US,America/New_York
NDY,Sanday,,GB,Europe/London
NEA,Brunswick Golden Isles,Country Club Estates,US,America/New_York
NEC,Necochea,Necochea,AR,America/Argentina/Buenos_Aires
NEF,Neftekamsk,Neftekamsk,RU,Asia/Yekaterinburg
NEG,Negril,Negril,JM,America/Jamaica
NEI,Terney Airport,Terney,RU,Asia/Vladivostok
NEJ,Nejjo,Nejo,ET,Africa/Addis_Ababa
NEK,Nekemt,,ET,Africa/Addis_Ababa
NEL,Naec,Lakehurst,US,America/New_York
NEN,Olf Usn,Baldwin,US,America/New_York
NER,Neryungri Airport,Neryungri,RU,Asia/Yakutsk
NES,East 34th St Landing,,US,America/New_York
NET,New Bight,,BS,America/Nassau
NEU,Sam Neua,Xam Nua,LA,Asia/Vientiane
NEV,Newcastle Airport,Newcastle,KN,America/St_Kitts
NEW,Lakefront Airport,Arabi,US,America/Chicago
NFB,Detroit NAF,Capac,US,America/Detroit
NFG,Nefteyugansk,Barsovo,RU,Asia/Yekaterinburg
NFL,Fallon Naval Air Station (Van Voorhis Field),Fallon,US,America/Los_Angeles
NFO,Mata'aho,,TO,Pacific/Tongatapu
NFR,Nafoora,Gialo,LY,Africa/Tripoli
NGA,Young,Young,AU,Australia/Sydney
NGB,Ningbo Airport,Gulin,CN,Asia/Shanghai
NGC,North Rim,Grand Canyon,US,America/Phoenix
NGD,Captain Auguste George,,VG,America/Tortola
NGE,Ngaoundéré,Ngaoundere,CM,Africa/Douala
NGF,Marine Corps Air Station Kaneohe Bay,Marine Corps Base Hawaii - MCBH,US,Pacific/Honolulu
NGI,Ngau Island,Levuka,FJ,Pacific/Fiji
NGK,Nogliki Airport,Nogliki,RU,Asia/Sakhalin
NGL,Ngala Airfield,Lisala,ZA,Africa/Johannesburg
NGN,Nargana,Palmira,PA,America/Panama
NGO,Chubu Centrair International Airport,Tokoname,JP,Asia/Tokyo
NGP,NAS,,US,America/Chicago
NGQ,Ngari Gunsa/Ali Kunsha,,CN,Asia/Shanghai
NGR,Ningerum,,PG,Pacific/Port_Moresby
NGS,Nagasaki Airport,,JP,Asia/Tokyo
NGU,NAS Chambers,Columbia,US,America/New_York
NGW,Cabaniss Field,Corpus Christi,US,America/Chicago
NGX,Manang,Kathmandu,NP,Asia/Kathmandu
NGZ,NAS,Alameda,US,America/Los_Angeles
NHA,Nha Trang,Nha Trang,VN,Asia/Ho_Chi_Minh
NHD,Minhad AB,Dubai,AE,Asia/Dubai
NHF,New Halfa,Aroma,SD,Africa/Khartoum
NHK,Patuxent River NAS,Drum Point,US,America/New_York
NHS,Nushki,Nushki,PK,Asia/Karachi
NHT,Northolt,Greenford,GB,Europe/London
NHV,Nuku Hiva Airport,,PF,Pacific/Marquesas
NHX,Barin Olf Osn,Foley,US,America/Chicago
NHZ,NAS,Brunswick,US,America/New_York
NIA,Nimba,New Yekepa,LR,Africa/Monrovia
NIB,Nikolai,,US,America/Anchorage
NIC,Nicosia International,Kato Deftera,CY,Asia/Nicosia
NIE,Niblack,,US,America/Anchorage
NIF,Nifty Airport,,AU,Australia/Perth
NIG,Nikunau,,KI,Pacific/Tarawa
NIK,Niokolo Koba,,SN,Africa/Dakar
NIM,Niamey Airport,Niamey,NE,Africa/Niamey
NIN,Ninilchik,,US,America/Anchorage
NIO,Nioki,Nioki,CD,Africa/Kinshasa
NIP,Jacksonville NAS,,US,America/New_York
NIR,Chase Field NAS,Beeville,US,America/Chicago
NIS,Simberi,,PG,Pacific/Port_Moresby
NIT,Niort,Niort,FR,Europe/Paris
NIU,Niau,,PF,Pacific/Tahiti
NIX,Nioro,Nioro,ML,Africa/Bamako
NJA,Atsugi NAS,Atsugi,JP,Asia/Tokyo
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,Asia/Yekaterinburg
NJF,Al-Najaf International Airport,An Najaf,IQ,Asia/Baghdad
NJJ,Nenjian Melgen Airport,Changfu,CN,Asia/Shanghai
NJK,El Centro NAF,,US,America/Los_Angeles
NKA,Nkan,Ntoum,GA,Africa/Libreville
NKB,Noonkanbah,Derby,AU,Australia/Perth
NKC,Nouakchott International Airport,Nouakchott,MR,Africa/Nouakchott
NKD,Sinak,Batang,ID,Asia/Jayapura
NKG,Nanjing Lukou International Airport,Lukou,CN,Asia/Shanghai
NKI,Naukiti,,US,America/Anchorage
NKL,Nkolo,Bolobo,CD,Africa/Kinshasa
NKM,Nagoya Airport,Komaki,JP,Asia/Tokyo
NKN,Nankina,,PG,Pacific/Port_Moresby
NKO,Ankokoambo,Coracao de Jesus,MG,Indian/Antananarivo
NKP,Nakhon Phanom Airport,Nakhon Phanom,TH,Asia/Bangkok
NKS,Nkongsamba,Nkongsamba,CM,Africa/Douala
NKT,Shirnak,Tililan,TR,Europe/Istanbul
NKU,Nkaus,,LS,Africa/Maseru
NKV,Nichen Cove,,US,America/Anchorage
NKX,Miramar MS,Poway,US,America/Los_Angeles
NKY,Nkayi,Kayes,CG,Africa/Brazzaville
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,ZM,Africa/Lusaka
NLC,Lemoore NAS (Reeves Field),Lemoore,US,America/Los_Angeles
NLD,Quetzalcoatl International Airport,Nuevo Laredo,MX,America/Matamoros
NLE,Jerry Tyler Memorial,Niles,US,America/Detroit
NLF,Darnley Island,,AU,Australia/Brisbane
NLG,Nelson Lagoon,,US,America/Anchorage
NLH,Ninglang Luguhu Airport,Daxing,CN,Asia/Shanghai
NLI,Nikolaevsk-na-Amure,Nikolayevsk-on-Amure,RU,Asia/Vladivostok
NLK,Norfolk Island Airport,Kingston,NF,Pacific/Norfolk
NLL,Nullagine,,AU,Australia/Perth
NLN,Kneeland,Blue Lake,US,America/Los_Angeles
NLO,N'dolo,Kinshasa,CD,Africa/Kinshasa
NLP,Nelspruit Airport,Nelspruit,ZA,Africa/Johannesburg
NLS,Nicholson,,AU,Australia/Perth
NLT,Nalati Airport,Tuergen,CN,Asia/Shanghai
NLU,Santa Lucia,Benito Juarez,MX,America/Mexico_City
NLV,Nikolaev (Mykolaiv),Mykolayiv,UA,Europe/Kiev
NMA,Namangan Airport,Namangan Shahri,UZ,Asia/Tashkent
NMB,Daman,Vapi,IN,Asia/Kolkata
NMC,Norman's Cay,,BS,America/Nassau
NME,Nightmute Airport,,US,America/Anchorage
NMF,Maafaru International Airport,Manadhoo,MV,Indian/Maldives
NMG,San Miguel,La Palma,PA,America/Panama
NMI,Navi Mumbai International Airport,,IN,Asia/Kolkata
NML,Mildred Lake,,CA,America/Edmonton
NMN,Nomane,,PG,Pacific/Port_Moresby
NMP,New Moon,,AU,Australia/Brisbane
NMR,Nappa Merry,,AU,Australia/Brisbane
NMS,Namsang,Taunggyi,MM,Asia/Rangoon
NMT,Namtu,Lashio,MM,Asia/Rangoon
NMU,Namu,Loen,MH,Pacific/Majuro
NNA,NAF,Kenitra,MA,Africa/Casablanca
NNB,Santa Ana Airport,,SB,Pacific/Guadalcanal
NND,Nangade,Namalenga,MZ,Africa/Maputo
NNG,Nanning Airport,,CN,Asia/Shanghai
NNI,Namutoni,,NA,Africa/Windhoek
NNK,Naknek,,US,America/Anchorage
NNL,Nondalton,,US,America/Anchorage
NNM,Naryan-Mar Airport,Iskateley,RU,Europe/Moscow
NNR,Connemara,Oughterard,IE,Europe/Dublin
NNT,Nan Airport,Nan,TH,Asia/Bangkok
NNU,Nanuque,Nanuque,BR,America/Sao_Paulo
NNX,Nunukan Airport,Binalawan,ID,Asia/Makassar
NNY,Nanyang Airport,,CN,Asia/Shanghai
NOA,Nowra,Falls Creek,AU,Australia/Sydney
NOB,Nosara Beach,,CR,America/Costa_Rica
NOC,Ireland West Airport Knock,Swinford,IE,Europe/Dublin
NOD,Norden Norddeich Airport,Norden,DE,Europe/Berlin
NOG,Nogales,,MX,America/Hermosillo
NOH,Chicago NAS,,US,America/Chicago
NOI,Novorossijsk,Novorossiysk,RU,Europe/Moscow
NOJ,Nojabrxsk Airport,Noyabrsk,RU,Asia/Yekaterinburg
NOK,Nova Xavantina,Araguaiana,BR,America/Cuiaba
NOL,Nakolik River,,US,America/Anchorage
NOM,Nomad River,,PG,Pacific/Port_Moresby
NON,Nonouti,,KI,Pacific/Tarawa
NOO,Naoro,,PG,Pacific/Port_Moresby
NOP,Sinop Airport - Turkey,,TR,Europe/Istanbul
NOR,Nordfjordur,,IS,Atlantic/Reykjavik
NOS,Fascene Airport,Hell-Ville,MG,Indian/Antananarivo
NOT,Novato,Novato,US,America/Los_Angeles
NOU,Tontouta Airport,Paita,NC,Pacific/Noumea
NOV,Huambo,Huambo,AO,Africa/Luanda
NOZ,Novokuznetsk Airport,Novokuznetsk,RU,Asia/Novokuznetsk
NPA,Pensacola NAS,Pensacola,US,America/Chicago
NPE,Hawkes Bay Airport,Napier,NZ,Pacific/Auckland
NPG,Nipa,,PG,Pacific/Port_Moresby
NPH,Nephi,Nephi,US,America/Denver
NPL,New Plymouth Airport,Waitara,NZ,Pacific/Auckland
NPO,Nangapinoh,Kenyau,ID,Asia/Makassar
NPP,Napperby,,AU,Australia/Darwin
NPR,Novo Progresso Municipal,,BR,America/Santarem
NPT,State,Newport East,US,America/New_York
NPU,San Pedro Uraba,Villanueva,CO,America/Bogota
NPY,Mpanda Airport,Mpanda,TZ,Africa/Dar_es_Salaam
NQA,Millington Regional Jetport,Memphis,US,America/Chicago
NQI,NAS,Kingsville,US,America/Chicago
NQL,Niquelandia,Uruacu,BR,America/Sao_Paulo
NQN,Presidente Peron International Airport,Plottier,AR,America/Argentina/Salta
NQT,Nottingham Airport,,GB,Europe/London
NQU,Nuqui,Nuqui,CO,America/Bogota
NQX,Key West NAS /Boca Chica Field (private U. S. Navy ),,US,America/New_York
NQY,Newquay Cornwall Airport,Saint Columb Major,GB,Europe/London
NQZ,Nursultan Nazarbayev International Airport,Nur-Sultan,KZ,Asia/Almaty
NRA,Narrandera,Narrandera,AU,Australia/Sydney
NRB,Mayport Naval Station (Adm David L Mcdonald Field),,US,America/Chicago
NRC,Aux Field,Patterson,US,America/Los_Angeles
NRD,Norderney,Norderney,DE,Europe/Berlin
NRE,Namrole,Leksula,ID,Asia/Jayapura
NRG,Narrogin,Narrogin,AU,Australia/Perth
NRI,Shangri-la,Erick,US,America/Chicago
NRK,Kungsangen Airport,Lindo,SE,Europe/Stockholm
NRL,North Ronaldsay Airport,,GB,Europe/London
NRM,Nara,Nara,ML,Africa/Bamako
NRN,Weeze Airport,Weeze,DE,Europe/Berlin
NRR,Roosevelt NAS,Aguas Claras,PR,America/Puerto_Rico
NRS,Imperial Beach Nolf (Ream Field),,US,America/Los_Angeles
NRT,Narita International Airport,Narita,JP,Asia/Tokyo
NRY,Newry,,AU,Australia/Darwin
NSB,North SPB,Alice Town,BS,America/Nassau
NSE,Whiting Field NAS,Milton,US,America/Chicago
NSF,Andrews NAF,Mellwood,US,America/New_York
NSH,Now Shahr Airport,Nowshahr,IR,Asia/Tehran
NSI,Nsimalen Airport,,CM,Africa/Douala
NSK,Noril'sk Airport,Kayyerkan,RU,Asia/Krasnoyarsk
NSL,Slayton Municipal,Slayton,US,America/Chicago
NSM,Norseman,,AU,Australia/Perth
NSN,Nelson Airport,Richmond,NZ,Pacific/Auckland
NSO,Scone,Muswellbrook,AU,Australia/Sydney
NSP,NAF,Cavite City,PH,Asia/Manila
NSR,São Raimundo Nonato Airport,São Raimundo Nonato,BR,America/Fortaleza
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,Asia/Bangkok
NSV,Noosaville,Tewantin,AU,Australia/Brisbane
NSX,Hovercraft/Launch Pt,,VG,America/Tortola
NSY,NAS Sigonella,Motta Sant'Anastasia,IT,Europe/Rome
NTA,Natadola,,FJ,Pacific/Fiji
NTB,Notodden Airport,Notodden,NO,Europe/Oslo
NTC,Santa Carolina,Ntchisi,MZ,Africa/Maputo
NTD,Point Mugu NAS (Naval Base Ventura County,Port Hueneme,US,America/Los_Angeles
NTE,Nantes Atlantique Airport,Bouguenais,FR,Europe/Paris
NTG,Nantong Xingdong Airport,Xingdong,CN,Asia/Shanghai
NTI,Bintuni,Babo,ID,Asia/Jayapura
NTJ,Manti-Ephraim,Manti,US,America/Denver
NTL,Newcastle Airport,Medowie,AU,Australia/Sydney
NTM,Miracema Do Norte,,BR,America/Araguaina
NTN,Normanton Airport,,AU,Australia/Brisbane
NTO,Santo Antao,Porto Novo,CV,Atlantic/Cape_Verde
NTQ,Noto Airport,Nanao,JP,Asia/Tokyo
NTR,Aeropuerto del Norte International Airport,Monterrey,MX,America/Monterrey
NTT,Kuini Lavenia,Hihifo,TO,Pacific/Tongatapu
NTU,NAS,Virginia Beach,US,America/New_York
NTX,Natuna Ranai,Pemangkat,ID,Asia/Jakarta
NTY,Pilanesberg International Airport,Muldersdriseloop,ZA,Africa/Johannesburg
NUA,Gregory's Lake,Nuwara Eliya,LK,Asia/Colombo
NUB,Numbulwar,,AU,Australia/Darwin
NUD,En Nahud,An Nuhud,SD,Africa/Khartoum
NUE,Nuremberg Airport,Nuernberg,DE,Europe/Berlin
NUF,Castlereigh Reservoir Waterdrome,Hatton,LK,Asia/Colombo
NUG,Nuguria,,PG,Pacific/Port_Moresby
NUH,Nunchia,Nunchia,CO,America/Bogota
NUI,Nuiqsut Airport,,US,America/Anchorage
NUJ,Nojeh,Kabudarahang,IR,Asia/Tehran
NUK,Nukutavake,,PF,Pacific/Tahiti
NUL,Nulato Airport,,US,America/Anchorage
NUM,Neom Airport,Duba,SA,Asia/Riyadh
NUN,Saufley NAS,East Pensacola Heights,US,America/Chicago
NUP,Nunapitchuk,,US,America/Anchorage
NUQ,Moffett Field,Mountain View,US,America/Los_Angeles
NUR,Nullarbor,,AU,Australia/Adelaide
NUS,Norsup Airport,Norsup,VU,Pacific/Efate
NUT,Nutuve,,PG,Pacific/Port_Moresby
NUU,Nakuru,Nakuru,KE,Africa/Nairobi
NUW,Whidbey Island NAS (Ault Field),Ault Field,US,America/Los_Angeles
NUX,Novy Urengoy Airport,Novyy Urengoy,RU,Asia/Yekaterinburg
NVA,Benito Salas Airport,Neiva,CO,America/Bogota
NVD,Nevada,Nevada,US,America/Chicago
NVG,Nueva Guinea,Nueva Guinea,NI,America/Managua
NVI,Navoi Airport,Konimex,UZ,Asia/Samarkand
NVK,Framnes,Narvik,NO,Europe/Oslo
NVM,Brigadeiro Eduardo Gomes Airport,Nova Mutum,BR,America/Cuiaba
NVN,Nervino,Portola,US,America/Los_Angeles
NVP,Novo Aripuana,Novo Aripuana,BR,America/Manaus
NVR,Novgorod,Velikiy Novgorod,RU,Europe/Moscow
NVS,Nevers,Nevers,FR,Europe/Paris
NVT,Navegantes Airport,Navegantes,BR,America/Sao_Paulo
NVY,Neyveli,Vriddhachalam,IN,Asia/Kolkata
NWA,Moheli,Djoyezi,KM,Indian/Comoro
NWH,Parlin Field,Newport,US,America/New_York
NWI,Norwich International Airport,Spixworth,GB,Europe/London
NWP,NS,Bay Roberts,CA,America/St_Johns
NWS,Pier 11/Wall St. SPB,,US,America/New_York
NWT,Nowata,,PG,Pacific/Port_Moresby
NWU,Bermuda NAS,Saint George,BM,Atlantic/Bermuda
NXX,Willow Grove NAS,Horsham,US,America/New_York
NYA,Nyagan Airport,Nyagan,RU,Asia/Yekaterinburg
NYE,Nyeri,Nyeri,KE,Africa/Nairobi
NYG,Quantico NAS,Quantico Station,US,America/New_York
NYI,Sunyani,Sunyani,GH,Africa/Accra
NYK,Nanyuki,Nanyuki,KE,Africa/Nairobi
NYM,Nadym Airport,Staryy Nadym,RU,Asia/Yekaterinburg
NYN,Nyngan,Nyngan,AU,Australia/Sydney
NYO,Stockholm Skavsta Airport,Svalsta,SE,Europe/Stockholm
NYR,Nyurba Airport,Nyurba,RU,Asia/Yakutsk
NYS,New York Skyports Seaplane Base,Long Island City,US,America/New_York
NYT,Nay Pyi Taw Airport,Pyinmana,MM,Asia/Rangoon
NYU,Nyaung U Airport,,MM,Asia/Rangoon
NYW,Monywar Airport,Monywa,MM,Asia/Yangon
NZA,Nzagi,Nzagi,AO,Africa/Luanda
NZC,Maria Reiche Neuman Airport,Nazca,PE,America/Lima
NZE,Nzerekore,Nzerekore,GN,Africa/Conakry
NZG,Nizhneangarsk Airport,,RU,Asia/Irkutsk
NZH,Manzhouli Airport,Zabaykal'sk,CN,Asia/Shanghai
NZL,Zhalantun Chengjisihan Airport,Qinggis Han,CN,Asia/Shanghai
NZW,South Weymouth,Rockland,US,America/New_York
NZY,North Island NAS,Coronado,US,America/Los_Angeles
OAA,Shank Air Base,Pul-e `Alam,AF,Asia/Kabul
OAG,Orange Airport,Millthorpe,AU,Australia/Sydney
OAH,Shindand Air Base,Shindand,AF,Asia/Kabul
OAI,Bagram,Ghulam `Ali,AF,Asia/Kabul
OAJ,Albert J Ellis Airport,Richlands,US,America/New_York
OAK,San Francisco Bay Oakland International Airport,San Leandro,US,America/Los_Angeles
OAL,Cacoal Airport,Cacoal,BR,America/Porto_Velho
OAM,Oamaru,Oamaru,NZ,Pacific/Auckland
OAN,Olanchito,Olanchito,HN,America/Tegucigalpa
OAR,Marina Municipal,Pacific Grove,US,America/Los_Angeles
OAS,Sharana Air Base,Zarah Sharan,AF,Asia/Kabul
OAX,Xoxocotlan Airport,Animas Trujano,MX,America/Mexico_City
OAZ,Camp Bastion,,AF,Asia/Kabul
OBA,Oban,,AU,Australia/Brisbane
OBC,Obock,Obock,DJ,Africa/Djibouti
OBD,Obano,Obano,ID,Asia/Jayapura
OBE,County,Okeechobee,US,America/New_York
OBF,Oberpfaffenhofen,Gilching,DE,Europe/Berlin
OBI,Obidos,,BR,America/Santarem
OBK,Sky Harbor,Northbrook,US,America/Chicago
OBL,Zoersel,Zoersel,BE,Europe/Brussels
OBM,Morobe,,PG,Pacific/Port_Moresby
OBN,Oban Airport,Oban,GB,Europe/London
OBO,Tokachi-Obihiro Airport,Obihiro,JP,Asia/Tokyo
OBS,Vals-Lanas,Chomerac,FR,Europe/Paris
OBT,Oakland/Coliseum Stat,,US,America/New_York
OBU,Kobuk/Wien Airport,,US,America/Anchorage
OBX,Obo,Muting,PG,Pacific/Port_Moresby
OBY,Ittoqqortoormiit,,GL,America/Scoresbysund
OCA,Ocean Reef,North Key Largo,US,America/New_York
OCC,Coca Airport,Puerto Francisco de Orellana,EC,America/Guayaquil
OCE,Municipal,West Ocean City,US,America/New_York
OCF,Taylor Field,Ocala,US,America/New_York
OCH,A L Mangham Jr. Regional,Nacogdoches,US,America/Chicago
OCI,Oceanic,,US,America/Anchorage
OCJ,Boscobel,Oracabessa,JM,America/Jamaica
OCM,Boolgeeda,,AU,Australia/Perth
OCN,Municipal,Camp Pendleton South,US,America/Los_Angeles
OCS,Corisco International Airport,Cocobeach,GQ,Africa/Malabo
OCV,Aguasclaras,Ocana,CO,America/Bogota
OCW,Warren Field,Washington,US,America/New_York
ODA,Ouadda,,CF,Africa/Bangui
ODB,Cordoba,Villarrubia,ES,Europe/Madrid
ODC,Oakdale,East Oakdale,US,America/Los_Angeles
ODD,Oodnadatta,,AU,Australia/Adelaide
ODE,Beldringe,Sonderso,DK,Europe/Copenhagen
ODH,Odiham RAF Station,Odiham,GB,Europe/London
ODJ,Ouanda Djalle,Ouadda,CF,Africa/Bangui
ODL,Cordillo Downs,,AU,Australia/Adelaide
ODM,Garrett County Airport,Oakland,US,America/New_York
ODN,Long Seridan Airport,Bangar,MY,Asia/Kuching
ODO,Bodaybo Airport,Bodaybo,RU,Asia/Irkutsk
ODR,Ord River,,AU,Australia/Perth
ODS,Odessa International Airport,Odessa,UA,Europe/Kiev
ODT,Odessa-Schlemeyer Field,Odessa,US,America/Phoenix
ODW,Oak Harbor,Coupeville,US,America/Los_Angeles
ODY,Oudomxay Airport,Viangxai,LA,Asia/Vientiane
OEA,Oneal,Vincennes,US,America/Indiana/Vincennes
OEC,Ocussi,Pante Makasar,TL,Asia/Dili
OEL,Orel,Orel,RU,Europe/Moscow
OEM,Vincent Fayks,,SR,America/Paramaribo
OEO,Municipal,Osceola,US,America/Chicago
OER,Ornskoldsvik Airport,Husum,SE,Europe/Stockholm
OES,San Antonio Oeste,San Antonio Oeste,AR,America/Argentina/Salta
OFF,Offutt Air Force Base,Offutt Air Force Base,US,America/Chicago
OFI,Ouango Fitini,,CI,Africa/Abidjan
OFJ,Olafsfjordur,,IS,Atlantic/Reykjavik
OFK,Stefan Field,Norfolk,US,America/Chicago
OFU,Airstrip,Ofu,AS,Pacific/Pago_Pago
OGA,Searle Field,Ogallala,US,America/Denver
OGB,Municipal,Orangeburg,US,America/New_York
OGD,Municipal,Riverdale,US,America/Denver
OGE,Ogeranang,,PG,Pacific/Port_Moresby
OGG,Kahului Airport,Kahului,US,Pacific/Honolulu
OGL,Ogle Airport,Georgetown,GY,America/Guyana
OGM,Ogobsucum,,PA,America/Panama
OGN,Yonaguni Jima,Yonakuni,JP,Asia/Tokyo
OGO,Abengourou,Abengourou,CI,Africa/Abidjan
OGR,Bongor,Bongor,TD,Africa/Ndjamena
OGS,Ogdensburg Airport,Ogdensburg,US,America/New_York
OGU,Ordu Giresun Airport,Gulyali,TR,Asia/Istanbul
OGV,Ongava Game Reserve,Gobabis,NA,Africa/Windhoek
OGX,Ain Beida Airport,Rouissat,DZ,Africa/Algiers
OGZ,Vladikavkaz Airport,Dalakovo,RU,Europe/Moscow
OHA,Royal Air Force Base,Bulls,NZ,Pacific/Auckland
OHB,Ambohibary,Moramanga,MG,Indian/Antananarivo
OHC,AFS,,US,America/Anchorage
OHD,Ohrid Airport,Misleshevo,MK,Europe/Skopje
OHE,Mohe Airport,Xilinji,CN,Asia/Shanghai
OHH,Novostroyka Airport,Okha,RU,Asia/Srednekolymsk
OHI,Oshakati,Ongwediva,NA,Africa/Windhoek
OHO,Okhotsk,Okhotsk,RU,Asia/Vladivostok
OHR,Wyk Auf Foehr,Wrixum,DE,Europe/Berlin
OHS,Sohar Airport,Al Sohar,OM,Asia/Muscat
OHT,Kohat,Kohat,PK,Asia/Karachi
OIA,Ourilandia,,BR,America/Belem
OIC,Eaton,Norwich,US,America/New_York
OIL,Splane Memorial,Oil City,US,America/New_York
OIM,Oshima,Ito,JP,Asia/Tokyo
OIR,Okushiri Airport,Kamiiso,JP,Asia/Tokyo
OIT,Oita Airport,Kitsuki,JP,Asia/Tokyo
OJC,Johnson Executive,Olathe,US,America/Chicago
OJU,Tanjung Api Airport,,ID,Asia/Jakarta
OKA,Naha Airport,Tomigusuku,JP,Asia/Tokyo
OKB,Fraser Island,Urangan,AU,Australia/Brisbane
OKC,Will Rogers World Airport,,US,America/Chicago
OKD,Okadama Airport,Sapporo,JP,Asia/Tokyo
OKE,Okino Erabu,,JP,Asia/Tokyo
OKF,Okaukuejo,Outjo,NA,Africa/Windhoek
OKG,Okoyo,Ewo,CG,Africa/Brazzaville
OKH,Cottesmor RAF,Oakham,GB,Europe/London
OKI,Oki Island,,JP,Asia/Tokyo
OKJ,Okayama Airport,Okayama-shi,JP,Asia/Tokyo
OKK,Kokomo,Kokomo,US,America/Indiana/Indianapolis
OKL,Oksibil,,ID,Asia/Jayapura
OKM,Okmulgee,Okmulgee,US,America/Chicago
OKN,Okondja,Okondja,GA,Africa/Libreville
OKO,Yokota AFB,Fussa,JP,Asia/Tokyo
OKP,Oksapmin,,PG,Pacific/Port_Moresby
OKQ,Okaba,Kimaam,ID,Asia/Jayapura
OKR,Yorke Island,,AU,Australia/Brisbane
OKS,Oshkosh,Oshkosh,US,America/Chicago
OKT,Oktiabrskij,Oktyabr'skiy,RU,Asia/Yekaterinburg
OKU,Mokuti Lodge,,NA,Africa/Windhoek
OKV,Okao,,PG,Pacific/Port_Moresby
OKY,Oakey,Oakey,AU,Australia/Brisbane
OLA,Orland,Brekstad,NO,Europe/Oslo
OLB,Olbia Costa Smeralda Airport,Olbia,IT,Europe/Rome
OLC,Sen. Eunice Micheles,Sao Paulo de Olivenca,BR,America/Manaus
OLD,Old Town,Old Town,US,America/New_York
OLE,Municipal,Cuba,US,America/New_York
OLF,Wolf Point International Airport,Wolf Point,US,America/Denver
OLG,Olare Airport,Bomet,KE,Africa/Nairobi
OLH,Old Harbor SPB,,US,America/Anchorage
OLI,Rif,Olafsvik,IS,Atlantic/Reykjavik
OLJ,Olpoi,Port-Olry,VU,Pacific/Efate
OLK,Fuerte Olimpo,,PY,America/Asuncion
OLL,Ollombo,Clarks,CG,Africa/Brazzaville
OLM,Olympia,Tumwater,US,America/Los_Angeles
OLN,Colonia Sarmiento,Sarmiento,AR,America/Argentina/Catamarca
OLO,Olomouc,Horka nad Moravou,CZ,Europe/Prague
OLP,Olympic Dam Airport,,AU,Australia/Adelaide
OLQ,Olsobip,,PG,Pacific/Port_Moresby
OLR,Salerno Air Base,Baalbek,AF,Asia/Kabul
OLS,International,Nogales,US,America/Phoenix
OLU,Columbus Municipal,Columbus,US,America/Chicago
OLV,Olive Branch Airport,Olive Branch,US,America/Chicago
OLX,Olkiombo Airport,Kihancha,KE,Africa/Nairobi
OLY,Olney-Noble,Olney,US,America/Chicago
OLZ,Olokminsk Airport,Olyokminsk,RU,Asia/Yakutsk
OMA,Eppley Airfield,Carter Lake,US,America/Chicago
OMB,Omboue,,GA,Africa/Libreville
