passID,fid,bookingDate,seatNumber,class,price,paymentStatus,checkInStatus
7822,3875,2025-03-14,50B,First,388.42,Cancelled,Checked-in
8503,181,2025-01-07,28A,Economy,716.55,Cancelled,Not Checked-in
825,3453,2025-02-26,6A,First,248.32,Pending,Not Checked-in
9756,1563,2025-01-14,17F,Business,1166.16,Cancelled,Not Checked-in
8965,2988,2025-03-10,17C,First,952.23,Paid,Checked-in
9031,2600,2025-04-15,42E,First,225.99,Paid,Checked-in
7503,4986,2025-01-15,10A,Economy,417.64,Paid,Not Checked-in
7260,3204,2025-03-17,30E,Business,483.84,Paid,Not Checked-in
966,2383,2025-04-03,27B,First,1437.32,Paid,Not Checked-in
5896,1159,2025-01-18,49E,Business,1482.32,Pending,Checked-in
24,3834,2025-03-13,34A,Business,1190.95,Cancelled,Checked-in
4967,4203,2025-02-01,49B,First,1156.7,Pending,Checked-in
5398,3379,2025-01-24,24A,Business,802.55,Pending,Checked-in
6663,4242,2025-04-14,42A,Business,1402.79,Cancelled,Checked-in
7320,860,2025-04-04,15E,Business,1308.59,Cancelled,Not Checked-in
4406,4479,2025-01-13,46E,First,902.52,Cancelled,Checked-in
6944,1187,2025-03-17,31A,Economy,94.45,Pending,Not Checked-in
5865,3682,2025-04-04,7A,Business,1475.92,Paid,Not Checked-in
2763,2901,2025-04-11,26B,Economy,1142.37,Pending,Not Checked-in
6910,3343,2025-03-24,28A,First,110.4,Pending,Checked-in
1129,620,2025-04-20,28C,Business,579.89,Pending,Checked-in
8180,4596,2025-02-25,12A,Business,1168.79,Pending,Not Checked-in
122,3203,2025-01-08,32C,Economy,650.0,Pending,Checked-in
6437,220,2025-01-23,29D,Economy,677.71,Pending,Not Checked-in
4289,4874,2025-01-12,12D,Business,384.52,Pending,Checked-in
1332,854,2025-03-21,1A,Business,1327.82,Paid,Checked-in
1820,4678,2025-02-19,49B,First,1077.69,Pending,Not Checked-in
9774,130,2025-04-05,19D,Economy,908.82,Pending,Checked-in
9560,26,2025-01-09,10D,First,139.28,Cancelled,Not Checked-in
3492,2250,2025-01-11,45F,Economy,796.79,Pending,Not Checked-in
1007,3528,2025-02-08,20F,Economy,506.87,Cancelled,Checked-in
8233,1318,2025-03-08,41A,First,945.58,Paid,Checked-in
9423,3882,2025-03-29,46F,First,578.68,Cancelled,Not Checked-in
9542,1557,2025-04-11,7B,Business,804.59,Pending,Not Checked-in
3974,1967,2025-03-25,36C,Economy,299.36,Cancelled,Not Checked-in
5203,1063,2025-04-20,12A,Economy,1316.67,Paid,Not Checked-in
5462,1713,2025-01-27,43E,First,465.66,Cancelled,Not Checked-in
98,1256,2025-01-18,38B,Economy,1452.48,Paid,Checked-in
8030,2317,2025-01-13,23E,Economy,1447.67,Pending,Not Checked-in
6474,3561,2025-04-24,34E,Business,200.25,Paid,Not Checked-in
2519,3217,2025-03-19,46D,First,258.86,Pending,Not Checked-in
2215,3443,2025-04-09,13C,Business,931.43,Paid,Checked-in
520,2951,2025-03-10,21F,Economy,562.96,Paid,Not Checked-in
5016,2363,2025-02-12,15F,Economy,1369.81,Cancelled,Not Checked-in
7980,4764,2025-02-11,49F,First,516.56,Paid,Not Checked-in
6229,4453,2025-04-17,40C,Economy,1205.51,Cancelled,Not Checked-in
3517,4132,2025-03-30,11F,Business,94.41,Cancelled,Not Checked-in
9287,1634,2025-04-18,2A,Economy,996.97,Paid,Not Checked-in
4087,2225,2025-01-10,38C,First,1236.19,Pending,Not Checked-in
8897,2486,2025-02-20,46D,Economy,512.79,Pending,Checked-in
8249,2442,2025-02-21,6E,Economy,852.03,Paid,Not Checked-in
5701,526,2025-01-26,50C,Economy,1461.71,Pending,Checked-in
8169,2164,2025-03-11,40E,Business,1387.22,Paid,Checked-in
7506,2279,2025-01-30,2D,Economy,1096.98,Pending,Checked-in
1380,3285,2025-04-10,6D,First,387.07,Cancelled,Checked-in
319,518,2025-04-26,30F,Economy,1166.09,Paid,Checked-in
7137,3430,2025-03-07,9F,Business,1362.08,Pending,Not Checked-in
1336,2181,2025-02-13,2A,Business,1355.47,Pending,Not Checked-in
2514,4415,2025-03-04,47A,Business,1066.19,Cancelled,Checked-in
865,1247,2025-03-07,18E,Business,962.46,Cancelled,Checked-in
4707,4258,2025-03-07,26D,Business,1384.51,Pending,Not Checked-in
5699,4418,2025-02-04,12A,First,997.27,Paid,Checked-in
2956,4276,2025-04-13,43B,First,822.82,Paid,Not Checked-in
2687,2033,2025-04-08,22C,First,317.19,Cancelled,Not Checked-in
8567,2594,2025-04-15,47B,Business,883.96,Pending,Not Checked-in
9336,4014,2025-02-21,2D,First,195.02,Paid,Not Checked-in
445,3216,2025-01-07,26E,Business,489.43,Paid,Checked-in
4644,3775,2025-03-21,12E,First,730.11,Paid,Not Checked-in
250,697,2025-04-03,2C,First,373.28,Paid,Checked-in
5178,2481,2025-02-04,7B,First,1426.82,Cancelled,Checked-in
7921,839,2025-01-27,6F,First,657.64,Paid,Checked-in
4715,1099,2025-02-02,43D,Economy,1371.48,Cancelled,Checked-in
5761,4872,2025-02-06,37E,Economy,150.55,Pending,Not Checked-in
9818,1463,2025-01-21,23D,First,1040.74,Pending,Not Checked-in
4710,292,2025-01-03,15E,Business,807.05,Paid,Not Checked-in
4329,3637,2025-01-23,27A,Economy,643.6,Pending,Not Checked-in
6990,2765,2025-03-26,39F,Business,649.29,Cancelled,Checked-in
1579,4702,2025-01-08,4D,Economy,1467.2,Cancelled,Checked-in
6129,1502,2025-03-30,38C,Business,1316.16,Cancelled,Not Checked-in
1601,386,2025-01-04,9A,Business,220.68,Pending,Checked-in
1035,3240,2025-03-24,47C,First,1477.27,Cancelled,Not Checked-in
9675,5000,2025-01-25,33F,Economy,1139.26,Paid,Not Checked-in
7736,3713,2025-03-22,27F,Economy,85.05,Paid,Checked-in
5344,1121,2025-02-05,37C,Business,1087.35,Paid,Not Checked-in
4598,4315,2025-03-31,38A,First,268.4,Paid,Checked-in
1478,71,2025-02-08,10C,Business,1103.59,Pending,Checked-in
7342,2759,2025-02-28,3C,First,1207.39,Paid,Not Checked-in
2501,2965,2025-03-27,33D,First,256.08,Paid,Checked-in
7661,427,2025-03-02,44A,First,253.0,Pending,Checked-in
9881,3285,2025-02-24,6E,Economy,1182.3,Pending,Not Checked-in
9184,2589,2025-01-26,36C,Economy,980.15,Paid,Not Checked-in
5852,1973,2025-01-22,40A,First,418.62,Paid,Not Checked-in
2266,1427,2025-02-28,44D,First,268.23,Pending,Not Checked-in
1289,1794,2025-04-25,36C,Business,1107.25,Pending,Checked-in
5743,54,2025-01-01,7A,Business,473.23,Paid,Not Checked-in
1868,4925,2025-01-31,25F,First,402.59,Cancelled,Not Checked-in
6797,4827,2025-03-13,21A,First,751.8,Paid,Checked-in
8376,3542,2025-03-22,6B,First,721.84,Pending,Checked-in
6124,4619,2025-04-28,47F,First,751.53,Pending,Not Checked-in
9082,2182,2025-02-09,32A,Business,407.31,Paid,Checked-in
8446,372,2025-01-12,21C,Business,652.93,Cancelled,Not Checked-in
9506,714,2025-03-02,24E,First,1463.6,Paid,Not Checked-in
7741,3517,2025-01-06,45C,Economy,592.58,Pending,Not Checked-in
4918,3465,2025-01-02,42E,Economy,1264.97,Cancelled,Not Checked-in
8064,2688,2025-02-22,38C,Economy,955.86,Cancelled,Not Checked-in
3451,999,2025-03-23,34E,First,939.55,Cancelled,Checked-in
4006,27,2025-04-26,7F,Economy,738.04,Cancelled,Not Checked-in
6981,1263,2025-03-10,28E,First,1155.87,Cancelled,Not Checked-in
6773,1326,2025-02-01,32E,Economy,1334.02,Paid,Checked-in
9904,4122,2025-04-19,11F,Business,1476.06,Cancelled,Not Checked-in
4602,525,2025-03-14,20A,First,293.11,Cancelled,Not Checked-in
5145,4737,2025-04-01,34D,Business,1361.44,Cancelled,Checked-in
6283,3227,2025-02-28,25D,Business,1407.98,Paid,Not Checked-in
159,1782,2025-01-16,18A,Economy,1217.85,Pending,Not Checked-in
9892,2039,2025-01-01,24B,Economy,115.6,Cancelled,Checked-in
1766,30,2025-03-03,40A,First,516.51,Paid,Not Checked-in
7190,3619,2025-01-26,25A,First,361.79,Cancelled,Not Checked-in
3236,2576,2025-01-08,27C,Economy,1456.1,Paid,Not Checked-in
4061,3166,2025-02-25,28B,Economy,589.24,Cancelled,Checked-in
5478,4970,2025-04-07,3A,First,944.95,Cancelled,Checked-in
2746,4670,2025-01-20,28B,Economy,1321.16,Pending,Not Checked-in
7955,365,2025-03-05,40F,First,690.41,Cancelled,Checked-in
134,355,2025-05-01,45B,Economy,260.07,Paid,Checked-in
7993,2406,2025-02-20,21C,First,496.91,Cancelled,Not Checked-in
1501,1327,2025-03-19,46E,Business,473.82,Pending,Checked-in
7309,3166,2025-01-15,44D,Economy,481.47,Pending,Not Checked-in
4896,1139,2025-04-12,15D,Economy,1063.38,Cancelled,Checked-in
8919,3805,2025-04-22,11F,Economy,693.6,Pending,Checked-in
7552,121,2025-01-09,28E,First,803.43,Pending,Checked-in
6084,2413,2025-03-22,28F,Business,1042.09,Cancelled,Checked-in
719,245,2025-04-02,18D,Business,1432.5,Paid,Not Checked-in
40,4000,2025-04-04,47E,Economy,700.55,Cancelled,Checked-in
717,823,2025-03-19,50E,Business,585.23,Cancelled,Checked-in
8373,4340,2025-04-02,6D,Business,1189.86,Paid,Not Checked-in
4113,1022,2025-04-20,4F,Economy,1193.77,Paid,Not Checked-in
3712,1707,2025-03-25,42D,First,126.87,Pending,Checked-in
6704,4163,2025-04-11,16E,First,326.92,Pending,Checked-in
6325,3839,2025-02-05,43D,First,701.17,Paid,Not Checked-in
3206,4694,2025-02-10,28F,Business,1157.52,Paid,Not Checked-in
4406,996,2025-02-25,40A,First,508.38,Paid,Checked-in
6536,141,2025-01-01,20C,Economy,210.02,Pending,Checked-in
6457,1531,2025-02-24,19A,Business,451.99,Paid,Checked-in
3269,2730,2025-01-27,49E,Economy,1387.01,Pending,Not Checked-in
3516,3909,2025-01-28,13E,Economy,722.35,Cancelled,Checked-in
3920,963,2025-02-17,50A,First,265.41,Cancelled,Not Checked-in
3812,2885,2025-01-15,34B,Economy,991.41,Cancelled,Checked-in
8256,1219,2025-01-26,41A,Business,1251.09,Pending,Checked-in
2749,4255,2025-03-03,10F,First,933.29,Pending,Not Checked-in
9611,3314,2025-03-03,39B,Business,606.66,Pending,Not Checked-in
7163,4805,2025-02-19,6B,First,1095.71,Paid,Checked-in
3606,1196,2025-01-21,42F,First,152.17,Pending,Checked-in
3890,454,2025-03-26,26F,First,264.71,Cancelled,Checked-in
5402,3686,2025-04-19,37B,Business,1429.29,Cancelled,Checked-in
3127,2371,2025-01-14,5E,Business,414.39,Paid,Checked-in
2950,2852,2025-03-28,9F,Business,897.09,Cancelled,Checked-in
2968,1137,2025-01-18,12E,Economy,273.53,Cancelled,Checked-in
3286,2255,2025-02-01,24F,Business,560.03,Pending,Not Checked-in
1883,4038,2025-03-02,24E,Economy,523.24,Paid,Not Checked-in
6403,3184,2025-03-11,14B,Business,206.11,Pending,Not Checked-in
3552,4296,2025-03-25,37D,Business,298.48,Cancelled,Not Checked-in
971,4884,2025-02-23,32D,Business,912.67,Paid,Checked-in
2808,2221,2025-01-09,39C,Economy,1190.38,Pending,Checked-in
1741,4015,2025-02-04,33A,Business,493.28,Pending,Not Checked-in
9861,3138,2025-01-28,1D,Economy,728.56,Paid,Checked-in
2548,433,2025-04-26,38C,First,244.92,Paid,Not Checked-in
2369,4514,2025-03-08,11E,Business,1027.11,Pending,Not Checked-in
4268,1144,2025-04-30,19C,First,830.17,Cancelled,Not Checked-in
8920,1127,2025-02-18,50F,First,1478.13,Pending,Not Checked-in
2141,3653,2025-03-16,7F,Business,108.41,Paid,Checked-in
4999,3835,2025-04-20,31E,Economy,509.26,Pending,Not Checked-in
3522,981,2025-02-11,12E,Business,171.16,Paid,Not Checked-in
9476,3566,2025-04-14,16D,Business,284.35,Paid,Not Checked-in
3086,4278,2025-01-16,30D,Business,304.77,Pending,Not Checked-in
3428,3369,2025-02-07,19A,Business,695.67,Cancelled,Checked-in
1802,3559,2025-03-08,40E,First,604.66,Cancelled,Checked-in
8196,2246,2025-04-17,36E,Business,180.22,Pending,Checked-in
2081,2571,2025-03-23,17A,First,982.56,Pending,Checked-in
2339,1508,2025-02-12,30D,Business,749.99,Cancelled,Not Checked-in
4719,3964,2025-03-23,14C,Business,409.31,Cancelled,Not Checked-in
5150,1862,2025-05-01,26C,First,189.58,Paid,Checked-in
2021,4217,2025-02-05,13E,First,1079.56,Cancelled,Checked-in
6666,2585,2025-02-17,17C,Business,781.46,Pending,Checked-in
1836,2742,2025-04-26,20E,Business,62.49,Pending,Not Checked-in
4295,1813,2025-04-11,5D,First,539.14,Pending,Checked-in
9572,1428,2025-04-07,11C,Business,483.5,Paid,Checked-in
9506,4472,2025-01-31,43A,First,591.53,Cancelled,Not Checked-in
9066,1105,2025-03-22,16C,First,758.75,Paid,Not Checked-in
11,4131,2025-03-27,21E,Economy,448.56,Paid,Not Checked-in
6840,2042,2025-02-18,1B,Economy,805.76,Pending,Not Checked-in
6638,749,2025-03-18,28F,Economy,384.2,Cancelled,Not Checked-in
8278,4449,2025-02-01,27C,Business,1471.71,Pending,Checked-in
884,2708,2025-03-25,32E,Economy,781.6,Pending,Checked-in
1956,2521,2025-01-24,6B,Economy,1499.97,Cancelled,Not Checked-in
3525,3810,2025-04-17,16C,First,261.18,Pending,Not Checked-in
3477,3683,2025-03-30,42E,Business,762.15,Paid,Checked-in
3465,1791,2025-03-12,17E,Business,1453.84,Pending,Not Checked-in
6553,2258,2025-01-05,34E,Business,647.17,Paid,Checked-in
485,744,2025-04-09,37C,First,381.14,Cancelled,Checked-in
2400,3926,2025-01-31,42F,First,1279.46,Cancelled,Not Checked-in
9404,3414,2025-01-20,30F,Economy,779.05,Cancelled,Not Checked-in
9243,869,2025-01-21,6B,Business,246.46,Cancelled,Not Checked-in
5975,4277,2025-04-24,48D,Business,377.62,Paid,Not Checked-in
2041,3407,2025-02-06,44F,Business,420.79,Pending,Not Checked-in
8233,2399,2025-04-26,13D,Economy,891.04,Cancelled,Checked-in
1330,574,2025-02-24,34A,Economy,453.89,Pending,Not Checked-in
5322,1024,2025-02-28,1C,Economy,302.65,Cancelled,Not Checked-in
5011,107,2025-03-03,25B,Business,1385.83,Cancelled,Checked-in
591,630,2025-04-05,24B,Economy,57.41,Cancelled,Not Checked-in
5854,1859,2025-01-12,41A,Economy,314.01,Cancelled,Checked-in
5536,4562,2025-03-18,27D,Economy,101.76,Paid,Checked-in
3594,2500,2025-04-27,16E,Economy,247.35,Cancelled,Checked-in
3567,449,2025-02-20,40D,Business,1017.07,Cancelled,Not Checked-in
4583,2834,2025-01-08,14E,First,1206.42,Pending,Not Checked-in
1644,2266,2025-03-04,25E,Business,288.62,Cancelled,Not Checked-in
3301,4739,2025-03-24,16C,Business,78.7,Cancelled,Not Checked-in
857,4720,2025-04-30,20E,Business,564.59,Cancelled,Not Checked-in
6722,2619,2025-04-26,34E,Business,1333.45,Pending,Not Checked-in
9566,1613,2025-05-01,5A,Economy,638.98,Paid,Checked-in
2863,2954,2025-02-20,18D,Economy,835.69,Paid,Not Checked-in
4021,4000,2025-04-01,23A,Business,988.74,Pending,Checked-in
7291,3496,2025-03-01,13B,Business,1291.03,Pending,Not Checked-in
9406,792,2025-05-01,3B,First,291.89,Pending,Checked-in
6866,2831,2025-04-22,34A,Business,1066.03,Pending,Checked-in
874,3877,2025-02-14,14C,First,673.39,Pending,Checked-in
2281,1627,2025-01-30,30F,First,1319.54,Cancelled,Not Checked-in
110,615,2025-03-17,36F,First,708.3,Cancelled,Checked-in
1180,478,2025-01-18,38A,Economy,814.4,Cancelled,Not Checked-in
3514,4772,2025-01-05,39A,Economy,992.59,Cancelled,Not Checked-in
3787,4136,2025-02-19,16A,First,1330.98,Cancelled,Not Checked-in
2489,1579,2025-02-15,47D,Economy,1350.41,Pending,Not Checked-in
763,2042,2025-02-13,47C,Business,849.09,Paid,Not Checked-in
8622,3440,2025-04-10,29F,First,1255.05,Cancelled,Not Checked-in
7885,4736,2025-02-15,9C,Business,443.71,Pending,Checked-in
7829,2880,2025-03-20,18D,Economy,885.92,Paid,Checked-in
8236,3756,2025-03-02,27E,Economy,1055.2,Cancelled,Not Checked-in
127,1860,2025-01-02,22E,First,1187.78,Paid,Checked-in
3112,3218,2025-02-08,8E,Economy,1339.73,Cancelled,Checked-in
580,1235,2025-02-19,14D,Economy,1225.25,Cancelled,Checked-in
7308,4197,2025-01-29,2E,First,941.3,Pending,Checked-in
4003,1837,2025-03-17,4A,Economy,1429.3,Cancelled,Not Checked-in
1246,1510,2025-02-19,7F,Economy,734.33,Pending,Not Checked-in
9064,4250,2025-03-06,44E,First,399.62,Paid,Not Checked-in
8587,1654,2025-02-23,19E,Economy,222.73,Cancelled,Checked-in
258,4595,2025-02-04,39B,Business,852.64,Paid,Not Checked-in
5360,215,2025-02-25,7B,Economy,1270.09,Pending,Not Checked-in
1648,1996,2025-01-09,46C,Business,586.97,Cancelled,Checked-in
4981,2752,2025-02-08,43C,First,1339.73,Cancelled,Checked-in
4946,2439,2025-01-13,16C,First,1282.4,Paid,Not Checked-in
1404,4136,2025-02-02,36C,First,1150.21,Paid,Not Checked-in
1416,586,2025-03-31,22C,First,1259.13,Pending,Checked-in
7646,2868,2025-01-11,50E,Economy,804.56,Pending,Not Checked-in
3503,1788,2025-04-23,26F,Economy,308.93,Cancelled,Not Checked-in
3807,3446,2025-03-15,37A,Economy,527.25,Cancelled,Not Checked-in
8440,2948,2025-03-21,16C,Business,229.27,Paid,Checked-in
8483,4950,2025-03-01,22B,Economy,180.11,Paid,Not Checked-in
7935,4283,2025-03-24,17D,First,70.82,Pending,Not Checked-in
6149,1427,2025-01-14,28B,First,511.07,Cancelled,Checked-in
2614,4115,2025-01-27,39E,Economy,1086.22,Pending,Checked-in
7749,924,2025-04-23,38B,First,1126.98,Pending,Not Checked-in
8658,3236,2025-02-23,39F,Business,499.2,Paid,Not Checked-in
9490,3909,2025-03-17,6B,First,1185.38,Paid,Not Checked-in
6933,1718,2025-04-08,8C,Economy,1093.73,Cancelled,Not Checked-in
5395,3419,2025-01-10,19A,First,1379.17,Cancelled,Checked-in
1737,2719,2025-02-24,46C,Economy,618.2,Pending,Not Checked-in
7840,4964,2025-01-21,7F,Business,1331.83,Cancelled,Checked-in
9522,755,2025-04-28,46E,Business,869.91,Pending,Checked-in
6113,2826,2025-01-22,23F,Business,1497.01,Cancelled,Checked-in
8172,3513,2025-04-21,32B,First,826.58,Pending,Not Checked-in
3056,2330,2025-03-19,43C,Business,1340.01,Cancelled,Checked-in
9257,925,2025-01-13,9C,Business,1365.72,Cancelled,Not Checked-in
4717,3319,2025-04-12,1C,Economy,341.28,Pending,Not Checked-in
3935,439,2025-02-24,4A,Economy,268.63,Pending,Not Checked-in
8913,3692,2025-02-28,22A,Economy,1196.51,Pending,Checked-in
7095,2304,2025-03-19,15C,First,67.97,Paid,Checked-in
7313,3883,2025-01-21,23E,Business,1115.28,Paid,Checked-in
4154,4859,2025-02-22,11E,First,801.91,Cancelled,Checked-in
4615,4455,2025-04-02,22D,Economy,300.82,Pending,Not Checked-in
1224,3520,2025-02-08,16B,Economy,1272.9,Paid,Not Checked-in
6256,521,2025-03-31,48B,Business,1159.53,Pending,Not Checked-in
7755,1377,2025-04-23,5B,First,819.04,Paid,Checked-in
6415,2146,2025-01-15,34B,First,290.91,Paid,Checked-in
3829,1937,2025-03-19,14A,Business,1074.46,Paid,Not Checked-in
2873,3320,2025-01-19,15A,Business,1336.19,Cancelled,Checked-in
8983,496,2025-03-07,37D,First,282.45,Pending,Checked-in
4316,3874,2025-01-27,7C,Economy,1161.28,Paid,Not Checked-in
2229,4970,2025-01-08,7B,Business,1253.26,Pending,Not Checked-in
9318,1307,2025-04-17,48F,First,351.14,Cancelled,Not Checked-in
9158,1535,2025-01-23,16D,First,363.73,Paid,Not Checked-in
829,4063,2025-02-17,7A,Economy,1046.79,Cancelled,Not Checked-in
8975,65,2025-02-15,7F,First,373.15,Paid,Not Checked-in
4614,1783,2025-03-20,6E,Business,1181.11,Cancelled,Not Checked-in
9930,99,2025-03-19,47C,Business,197.04,Pending,Not Checked-in
305,4419,2025-04-01,24A,Economy,1288.04,Cancelled,Not Checked-in
537,2964,2025-03-19,49F,Business,824.98,Pending,Not Checked-in
9589,1085,2025-03-02,6C,Economy,584.15,Cancelled,Not Checked-in
8296,2941,2025-03-03,42E,Business,1469.56,Cancelled,Not Checked-in
1862,4033,2025-04-18,8D,Business,1067.88,Pending,Checked-in
7784,353,2025-02-05,46A,Economy,292.31,Cancelled,Not Checked-in
8941,1878,2025-04-17,23A,Economy,776.52,Cancelled,Checked-in
3819,8,2025-02-06,13A,Business,998.75,Pending,Not Checked-in
8312,3518,2025-04-26,50C,First,192.04,Pending,Checked-in
4198,420,2025-01-31,5D,Economy,1329.52,Pending,Checked-in
5536,268,2025-04-10,34C,Business,488.42,Pending,Not Checked-in
3423,427,2025-04-18,37D,Business,1355.22,Pending,Not Checked-in
2923,4326,2025-04-25,29C,Business,475.53,Pending,Not Checked-in
9582,1757,2025-01-17,14E,First,514.69,Pending,Not Checked-in
6119,3158,2025-03-20,25C,Economy,1110.97,Pending,Not Checked-in
6013,3482,2025-03-23,28F,Economy,511.16,Cancelled,Not Checked-in
322,3922,2025-01-18,35F,Business,879.54,Pending,Not Checked-in
15,575,2025-02-24,11F,Economy,1172.96,Pending,Not Checked-in
8578,4343,2025-04-07,31A,First,744.32,Cancelled,Not Checked-in
8332,4684,2025-01-13,29B,Economy,901.75,Paid,Not Checked-in
8698,4056,2025-02-07,26D,Economy,1386.16,Cancelled,Checked-in
6109,3696,2025-04-24,3B,Economy,1290.24,Paid,Not Checked-in
7367,2795,2025-02-11,34C,Economy,841.42,Cancelled,Not Checked-in
4877,3320,2025-01-25,5C,First,1157.27,Cancelled,Checked-in
2244,2732,2025-01-25,13A,First,1023.05,Pending,Not Checked-in
2343,3635,2025-02-02,48C,Economy,423.8,Paid,Checked-in
3214,203,2025-02-08,22E,Economy,1113.71,Pending,Checked-in
2495,3974,2025-01-25,10D,Economy,1194.21,Paid,Not Checked-in
3652,2087,2025-03-01,7D,First,566.82,Cancelled,Not Checked-in
1342,128,2025-01-17,18B,First,430.98,Pending,Checked-in
9034,4907,2025-03-25,20A,First,837.59,Cancelled,Not Checked-in
6813,443,2025-04-30,42F,First,109.52,Pending,Not Checked-in
8831,1507,2025-02-21,29A,First,843.22,Pending,Not Checked-in
8038,678,2025-01-16,35B,Business,1376.03,Pending,Not Checked-in
1604,4193,2025-04-17,22C,Economy,543.52,Pending,Not Checked-in
4789,536,2025-04-24,22E,First,130.4,Paid,Not Checked-in
3886,4570,2025-03-29,14C,First,1011.18,Pending,Checked-in
5279,1422,2025-03-29,13B,Economy,139.19,Paid,Not Checked-in
9189,3080,2025-03-31,14A,Economy,1251.44,Paid,Checked-in
4199,425,2025-02-05,11D,Business,721.8,Paid,Checked-in
3997,3351,2025-01-31,15D,First,234.29,Cancelled,Not Checked-in
8596,759,2025-02-21,12B,First,232.02,Cancelled,Checked-in
1230,3601,2025-01-17,18F,First,432.17,Pending,Not Checked-in
2506,1611,2025-01-17,40D,Economy,1191.24,Cancelled,Not Checked-in
5916,3055,2025-03-29,29C,Economy,1397.05,Pending,Not Checked-in
9391,1538,2025-02-20,36E,First,680.28,Cancelled,Checked-in
8218,3063,2025-02-17,22D,First,1276.69,Cancelled,Not Checked-in
1877,3367,2025-04-05,10A,First,262.16,Cancelled,Not Checked-in
7054,847,2025-04-07,21D,Economy,1212.21,Cancelled,Not Checked-in
8089,122,2025-04-22,9C,Business,1395.68,Pending,Checked-in
3244,204,2025-02-25,42C,Economy,249.38,Paid,Checked-in
6882,3741,2025-03-17,21A,Business,726.46,Pending,Checked-in
1967,1142,2025-03-18,45E,Economy,292.29,Paid,Checked-in
8725,3704,2025-03-06,18B,First,844.37,Pending,Checked-in
1977,2083,2025-01-30,37F,Business,450.07,Paid,Checked-in
4040,1880,2025-04-10,37D,Economy,1233.37,Paid,Not Checked-in
8138,657,2025-01-15,23E,Business,1383.38,Cancelled,Not Checked-in
5740,2640,2025-02-16,29C,Business,962.82,Paid,Not Checked-in
821,4666,2025-01-30,10C,First,1250.31,Cancelled,Not Checked-in
590,2482,2025-04-10,17C,Economy,1104.46,Cancelled,Not Checked-in
2693,285,2025-03-22,48B,First,852.93,Paid,Not Checked-in
7394,3553,2025-04-15,18B,Economy,976.82,Cancelled,Not Checked-in
9250,4948,2025-01-13,10D,First,1396.02,Paid,Not Checked-in
614,1614,2025-02-15,49D,Business,429.85,Cancelled,Checked-in
6961,2024,2025-03-04,27B,First,683.8,Cancelled,Checked-in
9291,2688,2025-03-14,20B,Business,633.42,Pending,Checked-in
6390,4152,2025-02-25,26A,First,417.81,Cancelled,Not Checked-in
5511,1022,2025-02-23,35E,First,1300.23,Cancelled,Not Checked-in
5003,800,2025-02-08,13A,Economy,355.32,Pending,Checked-in
4853,3687,2025-01-23,47E,Business,841.16,Cancelled,Checked-in
486,2761,2025-03-15,3D,Business,853.1,Paid,Checked-in
3985,500,2025-01-14,41D,Business,800.67,Pending,Not Checked-in
5500,986,2025-01-26,15B,Business,1219.92,Paid,Not Checked-in
2055,2835,2025-01-01,34E,First,1185.75,Paid,Not Checked-in
9719,74,2025-03-20,26E,Economy,791.38,Paid,Not Checked-in
9686,2359,2025-01-07,22E,First,139.39,Paid,Not Checked-in
5528,2278,2025-03-28,7A,First,96.81,Paid,Not Checked-in
6073,2917,2025-03-07,45D,Economy,981.31,Cancelled,Checked-in
6353,973,2025-02-24,34A,Economy,1262.23,Cancelled,Not Checked-in
8586,333,2025-03-15,12C,Economy,1485.79,Cancelled,Not Checked-in
7094,3940,2025-03-30,13C,Business,1379.46,Cancelled,Checked-in
2268,1953,2025-02-26,13C,Economy,81.08,Paid,Checked-in
6525,1445,2025-03-19,40E,First,1035.72,Cancelled,Not Checked-in
4368,909,2025-04-30,49B,First,1214.6,Paid,Not Checked-in
5866,246,2025-01-15,19E,Economy,556.56,Cancelled,Not Checked-in
3300,1591,2025-04-27,35D,Business,985.08,Cancelled,Checked-in
201,1674,2025-03-09,48D,Economy,1000.62,Pending,Not Checked-in
3228,2508,2025-01-27,19F,First,783.44,Pending,Not Checked-in
4230,140,2025-04-06,41D,Economy,684.51,Pending,Checked-in
551,3271,2025-01-17,49B,Business,485.82,Pending,Checked-in
803,3802,2025-02-14,11A,Economy,141.05,Paid,Checked-in
4633,1795,2025-03-10,26E,Economy,823.06,Cancelled,Not Checked-in
4032,70,2025-03-24,22F,First,1358.38,Paid,Not Checked-in
2636,2961,2025-02-11,40D,Economy,261.72,Cancelled,Not Checked-in
9224,2352,2025-01-17,29B,Business,1449.53,Cancelled,Not Checked-in
7164,1193,2025-01-13,8A,Business,867.4,Pending,Not Checked-in
7817,2430,2025-01-11,10D,Business,1252.12,Cancelled,Not Checked-in
3063,3176,2025-02-12,12C,Business,1358.37,Pending,Checked-in
309,195,2025-03-07,6F,First,1250.03,Cancelled,Checked-in
8041,2442,2025-03-25,44E,Economy,240.13,Paid,Checked-in
7991,4510,2025-01-31,29D,Economy,675.38,Cancelled,Checked-in
8713,3334,2025-01-31,33B,First,668.01,Paid,Checked-in
3502,2235,2025-02-20,15C,Business,1154.05,Paid,Checked-in
700,3222,2025-01-26,50D,Economy,951.45,Paid,Not Checked-in
1782,996,2025-03-27,20F,Economy,960.16,Paid,Checked-in
2621,1347,2025-01-04,38C,Business,892.68,Pending,Checked-in
4144,4318,2025-04-07,19B,Economy,1343.95,Cancelled,Checked-in
