pilotID,fid,role
874,3206,First Officer
885,365,Captain
666,1632,Captain
974,2249,First Officer
541,4195,First Officer
339,111,Captain
556,3899,First Officer
381,79,Captain
944,605,First Officer
323,4262,First Officer
452,4509,Captain
962,1738,First Officer
450,1354,First Officer
349,1195,Captain
479,2047,First Officer
901,2688,Captain
543,1545,First Officer
222,4426,Captain
154,2372,Captain
554,3151,Captain
296,3394,Captain
148,4855,First Officer
300,1526,First Officer
92,3756,Captain
354,4084,Captain
302,2105,Captain
560,837,First Officer
387,4988,Captain
937,4459,First Officer
207,4062,First Officer
9,1584,First Officer
309,1034,Captain
483,4068,Captain
293,4402,Captain
564,704,Captain
766,2084,Captain
977,3558,First Officer
143,2423,First Officer
911,1574,First Officer
172,4082,Captain
559,526,Captain
436,3715,Captain
357,3558,First Officer
808,1512,First Officer
961,3269,Captain
710,340,First Officer
173,1358,First Officer
468,3953,Captain
833,3534,First Officer
324,1384,First Officer
82,477,Captain
160,1828,First Officer
187,4778,First Officer
709,3381,First Officer
751,4687,First Officer
765,2503,First Officer
772,1374,Captain
653,290,Captain
534,953,Captain
401,2295,First Officer
938,507,First Officer
312,4618,First Officer
569,1058,First Officer
758,1296,Captain
345,2655,First Officer
520,4186,First Officer
163,2268,Captain
717,4861,Captain
934,4204,Captain
840,158,First Officer
77,1677,First Officer
469,652,Captain
98,2593,Captain
189,789,First Officer
820,4485,First Officer
906,516,Captain
700,3454,First Officer
448,1299,Captain
586,4985,First Officer
289,1503,First Officer
722,1758,Captain
202,3685,First Officer
232,1438,Captain
602,4347,First Officer
196,1355,First Officer
966,4827,First Officer
835,4178,Captain
617,4279,First Officer
178,4142,Captain
386,4128,First Officer
324,4795,First Officer
532,794,Captain
88,4021,First Officer
907,4271,First Officer
341,1498,Captain
118,3524,First Officer
523,4867,Captain
798,151,Captain
681,3483,First Officer
629,684,Captain
901,335,Captain
750,2568,First Officer
228,4189,Captain
428,4656,Captain
433,2235,Captain
208,3947,First Officer
952,797,First Officer
116,395,Captain
548,2643,First Officer
536,2280,Captain
699,3970,First Officer
84,1644,First Officer
368,2023,First Officer
817,2053,Captain
292,4272,First Officer
64,4192,First Officer
189,4151,Captain
230,9,Captain
172,1850,Captain
179,3489,First Officer
798,3723,First Officer
291,3667,Captain
684,1184,First Officer
618,4027,Captain
831,1514,First Officer
391,1320,First Officer
636,4058,First Officer
496,1990,Captain
176,3266,Captain
442,4519,First Officer
138,2659,Captain
238,797,Captain
135,2683,Captain
715,2985,Captain
289,1586,Captain
212,3615,First Officer
580,4796,Captain
51,733,Captain
164,2362,First Officer
525,593,First Officer
713,3312,First Officer
428,1513,Captain
314,109,First Officer
2,4430,Captain
33,962,Captain
479,1783,First Officer
651,1646,First Officer
582,1678,Captain
535,1881,Captain
776,896,Captain
519,548,First Officer
720,2263,Captain
648,1376,Captain
284,982,Captain
275,1492,First Officer
428,1221,Captain
696,1555,First Officer
595,3542,First Officer
266,1941,First Officer
86,3982,Captain
948,1257,First Officer
639,1588,First Officer
988,1567,Captain
688,4192,First Officer
619,2792,Captain
993,4741,First Officer
480,697,First Officer
596,2925,First Officer
892,3956,Captain
621,1960,Captain
40,4540,Captain
221,2503,First Officer
214,1349,First Officer
956,3422,Captain
392,3793,First Officer
756,78,Captain
414,344,First Officer
126,4365,Captain
27,3257,First Officer
696,706,First Officer
306,92,Captain
985,3798,Captain
304,1880,First Officer
36,4265,First Officer
972,2011,Captain
797,3928,Captain
286,2945,Captain
895,1975,First Officer
553,3755,First Officer
962,4927,First Officer
532,790,Captain
948,4375,First Officer
806,491,First Officer
661,2643,Captain
363,3623,First Officer
989,1235,Captain
346,2007,First Officer
237,2772,Captain
814,3687,First Officer
95,3745,Captain
229,1741,First Officer
619,2451,Captain
512,3220,First Officer
373,1519,First Officer
581,1093,First Officer
864,3801,Captain
675,353,Captain
788,2005,Captain
800,2830,First Officer
462,109,Captain
32,3938,Captain
274,2257,First Officer
489,4314,Captain
275,4104,Captain
111,2598,First Officer
733,302,First Officer
123,3072,First Officer
935,1212,First Officer
986,304,First Officer
334,2859,First Officer
831,2681,Captain
974,994,Captain
584,4602,Captain
931,3724,First Officer
445,1871,First Officer
514,2601,First Officer
749,812,First Officer
286,4137,Captain
787,3829,First Officer
340,2174,First Officer
32,1052,First Officer
1000,2853,First Officer
146,2559,First Officer
69,3598,First Officer
708,744,First Officer
994,4117,First Officer
53,1484,Captain
570,2557,First Officer
893,2270,First Officer
453,4223,Captain
834,1650,Captain
616,2328,First Officer
161,4774,First Officer
468,2589,First Officer
760,2915,First Officer
208,1497,First Officer
247,2519,First Officer
125,4716,Captain
179,3236,First Officer
752,2826,Captain
318,484,Captain
508,390,First Officer
163,2614,First Officer
826,3773,First Officer
812,906,First Officer
308,4542,Captain
137,1973,Captain
867,3761,First Officer
728,4621,Captain
838,3898,Captain
109,3333,First Officer
184,2954,First Officer
353,2556,First Officer
306,2023,First Officer
753,1266,Captain
797,2392,Captain
157,1522,Captain
37,1625,Captain
301,1757,Captain
387,1738,First Officer
863,2697,Captain
882,3181,Captain
930,3732,Captain
828,1203,First Officer
911,554,Captain
639,454,Captain
556,3600,Captain
476,424,Captain
98,1623,First Officer
220,2000,Captain
493,651,First Officer
833,3179,First Officer
676,1017,Captain
620,500,Captain
751,4127,Captain
623,382,First Officer
188,2636,Captain
537,344,Captain
486,3317,First Officer
892,1078,Captain
450,1718,First Officer
650,371,First Officer
957,949,First Officer
524,3250,Captain
234,1641,First Officer
291,2042,First Officer
354,2856,Captain
699,2606,Captain
306,402,First Officer
486,1180,First Officer
805,3537,First Officer
928,1968,Captain
877,1519,First Officer
259,2027,First Officer
140,46,Captain
20,2290,Captain
39,2192,Captain
747,3423,Captain
506,251,First Officer
417,5,First Officer
902,2242,Captain
491,332,Captain
108,2378,First Officer
726,4412,Captain
831,1324,Captain
684,277,Captain
931,4072,First Officer
629,406,Captain
814,1607,Captain
506,1105,First Officer
42,3517,Captain
616,3630,First Officer
729,3946,First Officer
538,2641,Captain
114,2072,First Officer
6,3663,First Officer
234,2137,Captain
819,4999,Captain
747,1934,Captain
967,2065,First Officer
302,1854,Captain
427,1542,Captain
477,1575,Captain
719,4741,Captain
320,4854,Captain
978,534,First Officer
314,3215,First Officer
255,151,Captain
935,2781,First Officer
340,1403,Captain
289,4203,First Officer
76,1815,Captain
30,2982,Captain
7,1600,First Officer
736,1981,Captain
292,3400,Captain
183,3949,Captain
273,2912,Captain
748,3773,Captain
905,4146,Captain
994,416,Captain
563,2085,Captain
335,3664,Captain
966,823,Captain
494,3576,First Officer
844,2991,Captain
689,4578,First Officer
722,1002,First Officer
434,915,Captain
371,866,First Officer
278,351,First Officer
44,559,First Officer
484,4943,First Officer
417,4719,Captain
257,3859,Captain
810,1850,Captain
246,4788,First Officer
984,15,Captain
403,3569,First Officer
57,1593,Captain
908,684,Captain
714,2289,Captain
142,2506,Captain
865,4842,First Officer
854,3231,Captain
459,486,Captain
281,2052,First Officer
367,4221,Captain
768,2779,First Officer
966,932,First Officer
691,3822,First Officer
220,3291,First Officer
340,2048,Captain
488,2989,Captain
629,1431,Captain
782,1744,First Officer
819,4672,Captain
193,1063,Captain
637,3376,Captain
410,1475,First Officer
736,2928,Captain
51,4580,First Officer
308,1609,Captain
984,2151,First Officer
846,688,First Officer
658,4837,Captain
29,4178,Captain
289,3835,Captain
422,263,First Officer
171,2696,First Officer
184,531,Captain
385,1249,Captain
635,2272,First Officer
201,4670,First Officer
710,3963,Captain
577,432,First Officer
477,780,First Officer
11,3875,Captain
467,2936,Captain
517,2018,First Officer
938,31,Captain
844,805,Captain
900,4866,Captain
334,1206,First Officer
120,3460,First Officer
476,965,First Officer
533,4913,Captain
493,2386,Captain
384,664,Captain
210,119,First Officer
426,1888,Captain
149,3455,First Officer
808,1001,First Officer
573,2250,First Officer
788,477,Captain
356,1215,Captain
410,1831,First Officer
300,4996,Captain
324,2448,First Officer
264,4811,First Officer
855,4210,First Officer
529,3846,First Officer
34,3788,First Officer
959,236,First Officer
801,1897,First Officer
513,4219,Captain
50,687,First Officer
409,3450,First Officer
950,2366,Captain
930,230,First Officer
621,3513,Captain
2,4279,Captain
172,355,First Officer
183,3060,First Officer
226,4196,Captain
400,2986,Captain
648,1373,First Officer
360,2101,Captain
838,1621,Captain
579,1774,First Officer
133,3548,Captain
746,2394,Captain
558,380,First Officer
610,2079,Captain
617,4461,Captain
643,3870,First Officer
261,417,First Officer
901,2334,Captain
879,2047,Captain
29,4009,First Officer
337,2373,Captain
529,3147,Captain
2,1407,First Officer
1,4597,Captain
155,547,First Officer
877,3028,First Officer
508,1372,Captain
568,684,First Officer
457,2347,First Officer
317,1099,Captain
215,286,First Officer
599,1986,Captain
261,4891,First Officer
502,1549,Captain
231,148,Captain
703,3124,Captain
722,4274,Captain
843,1715,First Officer
172,2849,Captain
18,1834,Captain
650,3298,Captain
636,3387,Captain
283,5,First Officer
840,3261,First Officer
510,2593,Captain
674,3406,Captain
372,423,First Officer
973,546,First Officer
553,3644,Captain
263,2508,Captain
735,159,First Officer
203,3246,First Officer
636,3541,Captain
136,4751,First Officer
816,2081,Captain
349,214,First Officer
972,1516,Captain
441,3186,First Officer
566,4548,Captain
236,1689,Captain
436,1191,First Officer
177,1047,Captain
443,804,Captain
299,4582,Captain
174,2868,Captain
564,1895,First Officer
89,1451,First Officer
962,1943,Captain
544,1976,Captain
601,4915,First Officer
13,3912,Captain
727,1262,First Officer
997,233,First Officer
402,3948,Captain
778,3144,First Officer
226,1509,First Officer
328,3553,First Officer
917,4522,Captain
5,2272,First Officer
757,2040,First Officer
79,2686,Captain
967,2112,First Officer
941,2810,Captain
355,3679,First Officer
267,1175,First Officer
126,4542,Captain
645,3094,First Officer
927,2226,First Officer
22,919,First Officer
939,2055,First Officer
19,4474,First Officer
366,2006,Captain
888,3729,Captain
930,420,Captain
955,3684,Captain
604,2989,Captain
265,1056,First Officer
248,476,First Officer
704,1551,First Officer
39,3878,Captain
109,2632,First Officer
859,1445,First Officer
796,403,First Officer
365,1953,First Officer
910,1094,First Officer
970,1823,Captain
665,4019,First Officer
690,1389,Captain
639,457,First Officer
181,3282,Captain
771,4855,First Officer
305,889,First Officer
274,3071,First Officer
936,1913,Captain
677,172,Captain
458,2980,First Officer
703,4711,Captain
931,2121,Captain
989,1977,First Officer
364,2637,Captain
940,4609,First Officer
506,3304,Captain
44,2982,First Officer
904,4816,Captain
190,2566,Captain
848,112,First Officer
532,3327,First Officer
578,2328,Captain
685,2388,First Officer
313,2899,First Officer
827,4538,Captain
950,4672,Captain
715,974,Captain
123,3706,First Officer
126,247,Captain
124,2814,First Officer
348,4684,Captain
877,1462,First Officer
370,1110,Captain
791,293,First Officer
728,2731,First Officer
960,198,First Officer
678,4480,Captain
258,4141,First Officer
418,1021,First Officer
415,3385,First Officer
879,4074,Captain
835,4438,First Officer
128,2630,Captain
80,795,First Officer
399,2223,Captain
619,308,First Officer
935,893,Captain
284,595,Captain
607,4040,First Officer
109,4630,First Officer
961,2818,First Officer
144,4709,First Officer
503,1611,First Officer
961,1083,First Officer
250,476,First Officer
385,413,Captain
482,3487,First Officer
210,778,Captain
868,4249,Captain
673,979,Captain
566,4697,First Officer
913,1994,Captain
161,4878,Captain
863,931,Captain
181,4490,Captain
226,3106,Captain
987,1915,First Officer
926,3700,First Officer
446,1879,First Officer
704,4439,First Officer
79,2327,Captain
935,1540,Captain
477,947,Captain
996,4813,Captain
539,4706,Captain
216,652,First Officer
283,3685,First Officer
275,3194,First Officer
505,2406,Captain
21,1207,First Officer
53,4772,Captain
487,3968,First Officer
933,4909,First Officer
629,1162,First Officer
284,2801,Captain
73,2421,Captain
596,355,Captain
826,3772,Captain
69,3918,First Officer
498,611,Captain
94,3687,First Officer
764,1933,First Officer
929,4064,Captain
939,4247,First Officer
222,1323,First Officer
625,2969,Captain
125,4466,First Officer
419,2610,First Officer
820,412,Captain
627,2333,First Officer
58,2617,Captain
117,4739,First Officer
929,4753,First Officer
132,3761,First Officer
91,1835,First Officer
144,3321,Captain
430,1219,First Officer
333,3079,First Officer
635,2384,First Officer
805,3327,Captain
244,4870,Captain
251,489,Captain
932,2029,Captain
797,1812,First Officer
747,3223,First Officer
130,1298,Captain
661,173,First Officer
495,1733,First Officer
117,760,First Officer
769,4041,First Officer
105,4010,First Officer
192,4838,Captain
731,1552,First Officer
615,2768,Captain
715,3355,Captain
282,1197,First Officer
486,996,First Officer
721,3223,Captain
134,1412,Captain
916,956,First Officer
39,1625,First Officer
781,1467,First Officer
204,3759,Captain
719,1784,First Officer
645,4783,First Officer
6,4724,First Officer
190,3995,First Officer
674,3752,Captain
992,4263,Captain
896,3037,Captain
946,2304,First Officer
424,3106,Captain
715,2801,First Officer
688,2991,Captain
810,4917,Captain
857,1215,First Officer
50,2713,Captain
493,3801,First Officer
376,1361,Captain
684,1459,First Officer
943,4717,Captain
662,931,Captain
773,3250,First Officer
636,2794,First Officer
366,762,Captain
332,963,First Officer
249,3808,Captain
773,4126,First Officer
933,2548,First Officer
257,2203,First Officer
506,4267,Captain
576,1165,First Officer
604,441,Captain
287,115,First Officer
339,3124,Captain
524,1518,Captain
67,660,First Officer
640,1728,First Officer
220,2387,Captain
601,4529,First Officer
192,3765,First Officer
438,1979,Captain
150,1960,Captain
861,3243,First Officer
209,2225,Captain
242,1356,First Officer
522,1078,Captain
431,1999,Captain
328,366,First Officer
212,1095,First Officer
824,2516,Captain
193,393,Captain
713,884,Captain
190,2012,First Officer
990,3115,Captain
341,3965,Captain
327,3039,Captain
576,600,First Officer
592,3702,Captain
11,483,Captain
124,1781,Captain
427,3619,First Officer
807,2719,Captain
870,1722,Captain
91,709,Captain
926,1673,First Officer
856,3408,First Officer
702,3957,First Officer
255,2230,Captain
8,1626,First Officer
32,3460,Captain
42,1096,Captain
679,1302,Captain
549,2105,Captain
522,2116,First Officer
923,1581,Captain
442,4580,First Officer
500,4669,Captain
200,3205,First Officer
730,3676,Captain
831,4572,First Officer
648,8,Captain
647,27,Captain
681,1404,Captain
8,655,Captain
268,2956,Captain
758,751,Captain
602,1194,Captain
468,313,Captain
455,928,Captain
606,2780,First Officer
934,102,First Officer
974,794,Captain
538,2301,Captain
282,676,Captain
950,240,Captain
917,2682,Captain
972,1525,First Officer
797,2434,Captain
283,360,First Officer
824,3827,Captain
953,85,First Officer
22,173,Captain
366,403,Captain
59,214,First Officer
172,2038,Captain
137,275,First Officer
894,3457,Captain
74,4335,Captain
846,4499,Captain
868,1651,Captain
292,3863,First Officer
6,3100,Captain
756,1166,Captain
995,3422,First Officer
992,1177,First Officer
164,3570,Captain
839,2566,Captain
29,2174,First Officer
616,964,First Officer
44,4754,Captain
361,1423,Captain
83,3932,Captain
7,1407,Captain
683,3429,Captain
66,466,First Officer
710,393,Captain
550,3685,First Officer
533,2521,First Officer
625,55,Captain
162,1831,First Officer
447,4210,First Officer
839,3443,Captain
461,464,First Officer
248,2827,Captain
941,399,First Officer
323,49,Captain
913,187,Captain
967,4948,Captain
618,2470,Captain
892,1204,Captain
260,181,Captain
279,1785,First Officer
975,794,First Officer
918,1897,Captain
946,4593,Captain
716,4557,First Officer
636,4327,First Officer
604,4932,Captain
850,4254,Captain
74,4203,First Officer
653,890,Captain
49,226,First Officer
439,1213,Captain
67,3301,Captain
856,4491,Captain
913,701,Captain
435,1878,First Officer
535,645,First Officer
902,738,Captain
881,3197,Captain
457,1988,First Officer
47,2164,Captain
192,879,Captain
969,1993,Captain
477,2811,First Officer
136,637,First Officer
778,11,Captain
402,3580,First Officer
967,152,Captain
587,43,Captain
714,2654,First Officer
87,2248,Captain
438,2013,Captain
894,3697,Captain
33,4738,First Officer
91,3025,First Officer
365,788,First Officer
147,4938,First Officer
269,2439,First Officer
849,2851,First Officer
303,4123,First Officer
777,3235,First Officer
579,3626,Captain
585,1184,Captain
995,4383,First Officer
279,2225,First Officer
498,1163,First Officer
613,4141,Captain
472,1739,First Officer
740,4386,First Officer
526,3444,First Officer
37,3824,First Officer
20,4598,Captain
748,1902,First Officer
65,42,Captain
873,949,Captain
729,761,First Officer
184,3085,First Officer
324,977,Captain
577,3063,First Officer
216,3665,Captain
311,1406,Captain
418,172,First Officer
251,1052,Captain
932,2141,Captain
957,3946,Captain
749,530,First Officer
278,3789,Captain
170,1068,First Officer
623,1144,Captain
303,3259,Captain
921,3498,Captain
178,3005,First Officer
510,1669,Captain
915,4433,Captain
211,4549,First Officer
866,3078,Captain
919,1482,First Officer
431,1760,First Officer
709,659,Captain
834,3279,First Officer
6,3131,Captain
497,680,Captain
332,4719,Captain
759,3308,Captain
708,2538,First Officer
44,1074,Captain
926,3266,First Officer
141,3294,Captain
510,2099,First Officer
198,2940,Captain
906,1919,First Officer
700,2897,Captain
93,1419,Captain
182,4979,First Officer
38,1728,Captain
294,2047,Captain
958,2734,Captain
469,4455,Captain
965,417,First Officer
234,87,First Officer
696,102,First Officer
731,1952,Captain
44,1793,First Officer
364,4762,First Officer
797,2224,First Officer
792,3765,First Officer
62,1418,First Officer
640,2014,Captain
625,484,First Officer
168,766,Captain
300,2220,First Officer
906,2745,Captain
220,351,Captain
408,3805,Captain
587,2654,Captain
840,1708,First Officer
822,4725,First Officer
759,3001,First Officer
859,2699,Captain
867,3093,Captain
913,833,Captain
830,3881,First Officer
159,1962,First Officer
584,1088,First Officer
239,686,Captain
59,3307,Captain
77,3014,Captain
730,2822,First Officer
751,890,Captain
613,4116,Captain
974,4979,First Officer
435,3608,Captain
28,3121,First Officer
77,137,First Officer
308,2631,Captain
242,1815,First Officer
794,3212,First Officer
180,4524,First Officer
88,3915,Captain
293,276,First Officer
692,1244,First Officer
26,1027,Captain
887,3419,Captain
898,723,First Officer
207,4948,First Officer
242,3689,Captain
685,4249,First Officer
371,2761,First Officer
469,2988,First Officer
634,4638,Captain
994,1569,Captain
79,1954,First Officer
118,4916,Captain
906,3613,Captain
761,4208,First Officer
552,3972,First Officer
355,1922,Captain
644,2916,Captain
553,3829,First Officer
372,3190,First Officer
493,2262,First Officer
491,3371,First Officer
82,3347,First Officer
752,2537,Captain
236,2942,First Officer
228,4132,First Officer
5,1716,Captain
617,1209,First Officer
270,3151,Captain
110,2794,Captain
378,290,First Officer
32,43,Captain
94,4696,Captain
721,3721,First Officer
812,2814,First Officer
492,2985,First Officer
38,1942,Captain
963,1897,First Officer
559,2278,Captain
267,2243,Captain
56,2910,First Officer
823,845,First Officer
80,911,Captain
442,4624,Captain
563,2648,First Officer
378,3418,Captain
59,861,First Officer
117,3968,First Officer
240,162,Captain
304,2251,Captain
57,1458,Captain
295,1859,First Officer
584,1302,Captain
248,2346,First Officer
931,3108,First Officer
179,1488,Captain
262,4141,Captain
992,2770,First Officer
382,925,First Officer
148,4721,First Officer
280,1701,First Officer
123,1403,First Officer
410,2405,First Officer
343,888,Captain
55,778,First Officer
807,546,First Officer
999,2497,Captain
962,141,First Officer
969,3232,Captain
293,4218,Captain
324,198,First Officer
184,2487,First Officer
753,3190,Captain
797,4672,Captain
747,3202,First Officer
580,120,First Officer
378,90,Captain
149,4900,Captain
300,1219,First Officer
577,4174,First Officer
814,3382,Captain
650,2528,First Officer
378,3126,First Officer
389,1069,Captain
433,4323,First Officer
778,816,First Officer
771,4298,Captain
384,444,First Officer
35,2924,First Officer
31,3630,Captain
32,1082,First Officer
826,1837,Captain
808,2530,Captain
830,3359,First Officer
155,4393,First Officer
68,1114,First Officer
186,2745,Captain
86,2083,Captain
498,3529,First Officer
681,1752,First Officer
286,3972,Captain
370,2188,First Officer
307,4500,Captain
329,2782,First Officer
315,4039,First Officer
465,2630,Captain
126,3112,Captain
742,4225,Captain
587,4859,First Officer
782,508,First Officer
114,3356,First Officer
78,744,Captain
396,4926,Captain
466,438,Captain
949,4355,Captain
109,3407,First Officer
129,2154,First Officer
451,2419,First Officer
866,4593,First Officer
529,3077,First Officer
280,2287,First Officer
205,3866,Captain
743,2252,Captain
265,1077,First Officer
205,4290,First Officer
103,2860,Captain
823,2771,Captain
973,3160,First Officer
392,1827,First Officer
854,4538,First Officer
408,4810,First Officer
662,205,First Officer
71,1490,Captain
13,2819,Captain
95,4749,First Officer
829,4231,First Officer
358,4992,Captain
558,445,First Officer
653,3819,Captain
474,2681,Captain
733,4128,First Officer
725,3134,Captain
294,2112,First Officer
906,3011,First Officer
727,669,Captain
734,171,Captain
536,4183,First Officer
239,3531,First Officer
318,1606,Captain
567,2653,First Officer
520,4531,First Officer
235,265,First Officer
14,1798,Captain
881,3689,First Officer
935,2831,Captain
483,2419,Captain
425,3157,Captain
730,3510,First Officer
101,2965,Captain
6,4948,First Officer
699,3165,First Officer
666,1785,Captain
606,4956,First Officer
227,4559,First Officer
887,1861,First Officer
138,2442,First Officer
657,579,First Officer
310,3390,Captain
386,2016,First Officer
596,3428,First Officer
338,2142,Captain
505,4241,First Officer
259,2215,First Officer
522,2026,First Officer
700,779,First Officer
465,2565,Captain
911,855,First Officer
626,4428,First Officer
899,791,Captain
688,2719,First Officer
630,4436,First Officer
38,3745,Captain
132,3584,Captain
457,2820,Captain
965,1959,Captain
852,624,First Officer
532,1427,Captain
53,621,Captain
62,4509,First Officer
778,2553,First Officer
177,1885,First Officer
357,397,First Officer
899,3805,First Officer
356,2295,Captain
463,851,Captain
770,3130,First Officer
643,879,Captain
740,3292,First Officer
1,3495,Captain
767,1012,Captain
3,1660,Captain
541,4281,Captain
173,3261,First Officer
593,1383,First Officer
876,4277,Captain
669,4123,Captain
543,186,First Officer
754,1196,Captain
826,3406,First Officer
674,2262,First Officer
525,2340,Captain
631,2408,Captain
12,1362,First Officer
265,542,First Officer
241,2825,Captain
117,4821,Captain
571,413,Captain
877,2205,First Officer
823,571,First Officer
990,916,First Officer
182,2122,First Officer
178,1582,Captain
344,1465,First Officer
366,3280,First Officer
7,4994,First Officer
785,3836,First Officer
224,1210,First Officer
392,3226,First Officer
457,1230,Captain
686,987,First Officer
905,4305,Captain
650,504,First Officer
341,1257,Captain
63,1880,Captain
558,2750,Captain
508,2831,Captain
578,2418,First Officer
2,377,First Officer
568,1537,First Officer
272,2213,First Officer
435,3467,Captain
1000,3715,First Officer
675,3466,First Officer
696,1509,Captain
362,209,First Officer
236,3958,First Officer
253,3508,Captain
746,1575,First Officer
612,4973,First Officer
460,452,Captain
728,277,Captain
311,2811,First Officer
551,706,First Officer
271,549,Captain
426,1887,First Officer
545,4920,First Officer
180,4367,First Officer
23,2554,First Officer
51,3743,Captain
300,3392,First Officer
746,3492,Captain
289,2393,First Officer
183,1393,First Officer
821,1102,Captain
394,1183,First Officer
671,1443,Captain
271,3207,Captain
641,1539,Captain
288,1605,First Officer
873,691,Captain
593,2281,First Officer
727,2128,Captain
357,2431,Captain
210,1322,First Officer
978,4291,Captain
20,146,First Officer
176,1487,Captain
36,2234,First Officer
817,4160,First Officer
834,4444,First Officer
556,3190,First Officer
694,2800,Captain
382,2554,First Officer
841,3894,First Officer
525,1545,First Officer
387,4321,Captain
261,1590,Captain
943,2248,Captain
124,637,First Officer
327,663,Captain
738,3851,Captain
167,1805,First Officer
38,1077,First Officer
498,4677,Captain
594,310,Captain
242,1222,First Officer
971,114,Captain
131,4257,First Officer
629,2838,First Officer
184,2884,Captain
824,4700,First Officer
605,1299,Captain
352,4861,Captain
619,1957,Captain
781,4172,First Officer
825,1769,Captain
425,2029,Captain
16,931,First Officer
914,39,Captain
49,966,First Officer
193,341,Captain
377,1159,Captain
294,64,First Officer
991,1393,Captain
389,2761,First Officer
418,4577,First Officer
149,3334,First Officer
904,4879,First Officer
570,488,First Officer
404,2894,First Officer
699,4936,Captain
615,1842,Captain
731,901,Captain
837,828,First Officer
940,2568,First Officer
151,3625,Captain
723,4628,Captain
825,4332,First Officer
580,2744,Captain
274,2146,First Officer
606,246,Captain
96,4935,Captain
557,1034,Captain
354,4315,First Officer
261,170,Captain
122,1293,Captain
549,2999,Captain
896,1616,Captain
250,2128,First Officer
361,1645,First Officer
975,3206,Captain
437,480,Captain
246,2146,Captain
250,196,Captain
877,1811,Captain
206,573,Captain
426,2215,First Officer
625,4775,First Officer
449,2869,Captain
560,4123,First Officer
290,2081,Captain
286,4788,Captain
771,250,Captain
417,2719,Captain
212,75,Captain
110,2751,First Officer
739,1738,Captain
553,419,First Officer
787,3142,Captain
968,3646,Captain
510,3339,Captain
179,135,First Officer
883,4746,First Officer
874,2067,First Officer
896,3226,First Officer
762,333,First Officer
277,331,First Officer
639,3513,First Officer
532,1163,First Officer
194,215,First Officer
104,1109,First Officer
306,851,Captain
979,2796,First Officer
581,3995,Captain
65,3812,First Officer
869,2963,First Officer
239,420,Captain
25,1172,Captain
608,68,Captain
105,4416,Captain
304,1503,First Officer
5,946,First Officer
292,2330,First Officer
862,3366,First Officer
701,820,First Officer
930,4676,Captain
363,2860,First Officer
159,3791,First Officer
327,1043,First Officer
591,2344,Captain
36,3726,Captain
694,3746,Captain
832,821,First Officer
807,66,Captain
342,1723,First Officer
402,1918,First Officer
397,3139,Captain
55,1776,Captain
65,3932,First Officer
307,1895,First Officer
521,1644,Captain
9,3371,Captain
44,1191,First Officer
560,3678,First Officer
437,3956,Captain
946,791,Captain
693,4626,First Officer
751,2981,Captain
649,1975,Captain
821,588,Captain
900,3631,First Officer
196,3290,First Officer
460,3098,First Officer
102,2905,Captain
526,1658,Captain
810,3609,Captain
825,1370,First Officer
869,3662,Captain
102,1149,Captain
680,3129,First Officer
493,1109,Captain
29,421,First Officer
533,4558,Captain
989,801,First Officer
112,4096,First Officer
918,112,First Officer
309,1458,Captain
252,2057,First Officer
237,331,First Officer
73,4747,First Officer
933,437,Captain
32,4989,First Officer
241,4962,Captain
383,3375,First Officer
934,1149,Captain
204,1813,First Officer
461,3499,Captain
516,3739,Captain
654,743,First Officer
690,429,Captain
331,72,Captain
187,2906,First Officer
18,372,Captain
691,4290,First Officer
563,3222,Captain
861,4344,First Officer
741,3110,Captain
810,2036,Captain
359,4252,First Officer
944,4427,First Officer
805,2032,Captain
897,4578,First Officer
466,3090,First Officer
150,4721,Captain
866,528,Captain
270,2144,Captain
196,1564,Captain
862,846,Captain
579,4788,First Officer
670,1913,First Officer
736,1128,Captain
440,3678,First Officer
13,1673,First Officer
646,4064,First Officer
901,3808,Captain
295,3691,First Officer
905,1066,Captain
271,3076,First Officer
276,4059,First Officer
51,3908,First Officer
846,2943,Captain
866,2184,First Officer
837,2870,Captain
165,688,Captain
547,1256,Captain
719,2355,First Officer
504,260,Captain
46,4860,First Officer
538,3703,First Officer
339,1382,First Officer
20,769,Captain
592,4924,Captain
44,273,First Officer
862,1658,First Officer
424,4851,Captain
323,2280,First Officer
844,4786,First Officer
646,545,First Officer
826,4324,Captain
110,1713,Captain
391,4339,First Officer
752,653,Captain
334,2183,First Officer
178,4815,Captain
485,453,Captain
376,547,Captain
662,4347,First Officer
365,2783,Captain
655,966,Captain
453,3112,First Officer
620,3733,Captain
54,2547,First Officer
408,3069,First Officer
377,1040,First Officer
505,395,Captain
827,2680,First Officer
486,4125,First Officer
201,2222,Captain
472,3998,Captain
25,2147,Captain
459,4287,Captain
667,189,Captain
577,667,First Officer
828,128,Captain
970,3535,Captain
817,3887,Captain
158,2744,First Officer
118,3943,Captain
966,1040,Captain
124,4482,Captain
409,142,First Officer
821,1847,Captain
770,4551,Captain
339,2407,First Officer
824,1614,Captain
434,1795,First Officer
355,751,Captain
421,3034,First Officer
529,1461,Captain
235,4824,Captain
161,386,Captain
636,1809,Captain
555,1925,First Officer
233,3422,First Officer
975,3080,Captain
229,4624,Captain
502,929,Captain
84,3826,First Officer
931,2628,First Officer
486,33,Captain
536,121,Captain
631,3392,First Officer
568,1968,First Officer
957,2532,First Officer
294,4070,Captain
603,3836,Captain
638,2912,Captain
